customer_id,feedback_month,satisfaction_score,nps_score,feedback_category
CUST_02258,2025-03-01,7,27,Product
CUST_02263,2024-09-01,5,8,Product
CUST_02265,2025-12-01,7,20,Support
CUST_02271,2025-06-01,7,16,Features
CUST_02282,2025-08-01,7,8,Features
CUST_02295,2025-04-01,8,37,Features
CUST_02297,2025-11-01,5,-21,Features
CUST_02299,2024-10-01,6,15,Product
CUST_02301,2025-06-01,6,0,Product
CUST_02309,2025-04-01,7,38,Support
CUST_02309,2025-08-01,6,-6,Features
CUST_02310,2025-04-01,6,15,Features
CUST_02317,2025-08-01,8,33,Product
CUST_02318,2025-04-01,8,23,Product
CUST_02324,2024-12-01,5,0,Product
CUST_02326,2025-11-01,8,25,Product
CUST_02330,2024-10-01,8,29,Product
CUST_02332,2025-07-01,5,18,Features
CUST_02334,2025-05-01,6,6,Product
CUST_02343,2024-11-01,9,49,Product
CUST_02351,2025-10-01,7,15,Support
CUST_02351,2024-12-01,7,22,Product
CUST_02354,2025-01-01,8,17,Product
CUST_02359,2025-11-01,10,65,Features
CUST_02370,2025-08-01,7,32,Features
CUST_02371,2025-12-01,6,11,Support
CUST_02372,2025-12-01,8,41,Integration
CUST_02380,2025-10-01,7,6,Features
CUST_02381,2025-08-01,8,39,Product
CUST_02382,2025-10-01,9,47,Product
CUST_02382,2024-11-01,7,25,Product
CUST_02393,2025-02-01,8,31,Product
CUST_02393,2025-07-01,7,13,Features
CUST_02393,2025-05-01,6,-4,Support
CUST_02394,2025-02-01,5,-6,Support
CUST_02396,2025-01-01,8,32,Features
CUST_02399,2025-07-01,8,23,Features
CUST_02405,2025-06-01,6,-11,Product
CUST_02408,2025-11-01,5,8,Support
CUST_02410,2025-06-01,5,3,Features
CUST_02424,2025-08-01,5,-11,Support
CUST_02429,2025-04-01,8,20,Integration
CUST_02430,2025-05-01,8,36,Features
CUST_02430,2025-11-01,7,36,Product
CUST_02437,2025-01-01,5,-21,Product
CUST_02441,2025-07-01,8,29,Integration
CUST_02447,2024-12-01,9,32,Product
CUST_02450,2025-06-01,7,10,Support
CUST_02450,2024-12-01,7,31,Product
CUST_02454,2025-02-01,8,34,Features
CUST_02455,2024-04-01,10,57,Features
CUST_02460,2024-12-01,10,64,Product
CUST_02464,2025-05-01,6,24,Product
CUST_02468,2025-01-01,10,48,Integration
CUST_02468,2025-11-01,5,-4,Support
CUST_02472,2025-03-01,4,10,Pricing
CUST_02476,2025-05-01,7,27,Features
CUST_02476,2025-07-01,4,-7,Pricing
CUST_02477,2025-09-01,7,25,Features
CUST_02487,2025-08-01,6,5,Product
CUST_02493,2024-11-01,6,9,Features
CUST_02494,2025-12-01,4,-28,Pricing
CUST_02504,2025-09-01,8,20,Features
CUST_02505,2025-07-01,7,21,Support
CUST_02507,2025-05-01,9,42,Product
CUST_02507,2025-05-01,5,-17,Support
CUST_02509,2024-10-01,6,-6,Product
CUST_02511,2024-09-01,7,29,Features
CUST_02513,2025-09-01,6,10,Support
CUST_02518,2025-09-01,8,38,Product
CUST_02519,2025-09-01,6,4,Product
CUST_02525,2025-11-01,6,-9,Features
CUST_02527,2025-06-01,7,18,Product
CUST_02535,2025-11-01,8,31,Integration
CUST_02536,2025-10-01,8,31,Features
CUST_02545,2025-04-01,5,5,Support
CUST_02545,2025-07-01,7,34,Support
CUST_02546,2025-11-01,7,16,Product
CUST_02546,2025-02-01,7,39,Support
CUST_02552,2025-09-01,6,10,Product
CUST_02553,2025-05-01,8,26,Features
CUST_02553,2025-06-01,7,38,Features
CUST_02557,2024-05-01,7,4,Features
CUST_02557,2025-10-01,8,3,Features
CUST_02558,2025-03-01,6,0,Features
CUST_02561,2025-06-01,9,43,Integration
CUST_02565,2024-12-01,7,5,Features
CUST_02568,2025-10-01,8,43,Features
CUST_02571,2025-10-01,5,4,Product
CUST_02571,2025-01-01,6,19,Features
CUST_02573,2025-04-01,7,46,Features
CUST_02577,2025-09-01,8,32,Integration
CUST_02578,2025-12-01,7,5,Product
CUST_02579,2025-06-01,8,29,Features
CUST_02580,2025-10-01,8,35,Features
CUST_02580,2025-03-01,6,19,Product
CUST_02584,2024-08-01,9,60,Product
CUST_02598,2024-07-01,7,22,Product
CUST_02601,2025-11-01,9,48,Integration
CUST_02602,2025-03-01,6,4,Support
CUST_02603,2025-09-01,5,-2,Product
CUST_02606,2025-06-01,5,-5,Product
CUST_02607,2024-05-01,8,23,Product
CUST_02609,2025-05-01,6,7,Features
CUST_02614,2025-04-01,8,31,Product
CUST_02615,2024-12-01,4,-17,Product
CUST_02623,2025-01-01,9,31,Product
CUST_02625,2025-04-01,9,51,Features
CUST_02625,2024-05-01,9,36,Features
CUST_02635,2025-01-01,8,15,Product
CUST_02636,2025-12-01,5,7,Features
CUST_02638,2025-09-01,9,41,Product
CUST_02640,2024-12-01,7,48,Features
CUST_02641,2025-05-01,7,4,Product
CUST_02644,2025-07-01,7,9,Product
CUST_02646,2024-12-01,7,13,Features
CUST_02653,2025-03-01,7,-6,Product
CUST_02659,2024-06-01,8,19,Features
CUST_02661,2025-11-01,9,37,Features
CUST_02667,2025-03-01,8,13,Integration
CUST_02671,2025-05-01,5,6,Support
CUST_02674,2025-04-01,9,28,Product
CUST_02675,2024-10-01,6,-1,Support
CUST_02682,2025-11-01,7,10,Product
CUST_02685,2025-08-01,7,16,Features
CUST_02691,2025-03-01,10,55,Product
CUST_02692,2025-01-01,7,17,Features
CUST_02695,2025-08-01,7,26,Product
CUST_02700,2025-08-01,4,-30,Pricing
CUST_02711,2025-10-01,6,2,Support
CUST_02711,2025-11-01,6,6,Features
CUST_02712,2025-04-01,8,39,Integration
CUST_02719,2025-12-01,6,7,Features
CUST_02720,2025-09-01,7,1,Product
CUST_02726,2025-09-01,8,55,Features
CUST_02727,2025-03-01,7,17,Support
CUST_02728,2024-08-01,5,4,Features
CUST_02728,2025-09-01,8,25,Features
CUST_02731,2024-09-01,6,-18,Features
CUST_02734,2025-06-01,7,9,Features
CUST_02738,2025-07-01,6,6,Product
CUST_02748,2025-02-01,8,23,Product
CUST_02750,2025-01-01,6,21,Product
CUST_02755,2024-11-01,7,28,Product
CUST_02755,2025-10-01,7,6,Features
CUST_02758,2025-10-01,6,24,Product
CUST_02768,2025-05-01,7,22,Features
CUST_02780,2024-10-01,6,26,Support
CUST_02794,2025-12-01,8,26,Features
CUST_02799,2025-09-01,9,34,Product
CUST_02800,2025-10-01,8,46,Product
CUST_02800,2025-04-01,7,27,Support
CUST_02807,2024-08-01,6,-2,Support
CUST_02809,2025-06-01,7,22,Features
CUST_02817,2025-08-01,9,16,Product
CUST_02818,2024-07-01,8,17,Integration
CUST_02819,2025-06-01,7,27,Product
CUST_02826,2025-08-01,7,21,Product
CUST_02831,2025-10-01,6,22,Product
CUST_02844,2025-01-01,10,66,Features
CUST_02846,2024-11-01,9,40,Product
CUST_02848,2024-08-01,8,8,Integration
CUST_02851,2024-10-01,7,45,Product
CUST_02854,2025-05-01,6,14,Product
CUST_02859,2025-12-01,10,54,Product
CUST_02859,2025-11-01,7,-3,Features
CUST_02862,2025-10-01,7,5,Support
CUST_02865,2024-12-01,5,-13,Product
CUST_02870,2025-09-01,10,51,Product
CUST_02879,2025-08-01,8,34,Features
CUST_02881,2024-07-01,7,9,Features
CUST_02883,2025-07-01,6,-2,Features
CUST_02887,2025-08-01,8,29,Features
CUST_02898,2025-08-01,5,-13,Support
CUST_02902,2025-11-01,7,29,Product
CUST_02903,2025-05-01,7,17,Product
CUST_02907,2025-09-01,8,48,Product
CUST_02909,2025-12-01,9,49,Integration
CUST_02916,2025-08-01,5,22,Features
CUST_02917,2024-03-01,8,35,Integration
CUST_02918,2024-11-01,7,5,Features
CUST_02919,2025-02-01,8,30,Product
CUST_02923,2024-09-01,6,23,Features
CUST_02929,2025-07-01,7,15,Features
CUST_02930,2025-11-01,6,-5,Support
CUST_02933,2025-12-01,7,40,Support
CUST_02936,2025-01-01,8,19,Product
CUST_02936,2024-12-01,7,0,Product
CUST_02937,2025-10-01,7,28,Features
CUST_02953,2024-03-01,6,24,Product
CUST_02955,2025-12-01,8,29,Features
CUST_02974,2025-11-01,7,18,Product
CUST_02984,2025-06-01,8,33,Integration
CUST_02984,2025-06-01,6,3,Product
CUST_02987,2025-09-01,7,11,Support
CUST_02989,2024-09-01,9,43,Product
CUST_02992,2025-12-01,9,28,Product
CUST_02998,2024-09-01,6,8,Features
CUST_02999,2025-09-01,8,22,Product
CUST_03002,2025-12-01,7,24,Product
CUST_03008,2025-09-01,5,3,Features
CUST_03009,2025-04-01,7,22,Features
CUST_03013,2025-11-01,8,30,Product
CUST_03021,2025-08-01,6,33,Support
CUST_03023,2025-06-01,7,15,Features
CUST_03023,2025-08-01,9,22,Features
CUST_03032,2025-05-01,7,22,Features
CUST_03037,2025-02-01,8,63,Product
CUST_03039,2024-07-01,7,41,Product
CUST_03040,2024-07-01,8,28,Integration
CUST_03040,2024-08-01,7,31,Support
CUST_03041,2025-06-01,7,12,Support
CUST_03043,2025-12-01,7,19,Support
CUST_03047,2025-09-01,7,15,Product
CUST_03048,2025-07-01,6,7,Features
CUST_03052,2024-12-01,10,38,Integration
CUST_03059,2025-06-01,8,14,Features
CUST_03061,2025-07-01,9,45,Product
CUST_03067,2024-12-01,7,18,Support
CUST_03067,2025-09-01,7,30,Product
CUST_03070,2025-10-01,6,16,Features
CUST_03075,2025-10-01,9,59,Integration
CUST_03080,2024-09-01,7,44,Product
CUST_03080,2024-10-01,6,12,Product
CUST_03081,2025-12-01,4,-14,Product
CUST_03083,2025-04-01,7,21,Product
CUST_03084,2025-12-01,6,23,Product
CUST_03089,2025-07-01,8,40,Product
CUST_03091,2025-05-01,7,49,Product
CUST_03091,2025-12-01,7,12,Support
CUST_03092,2025-02-01,6,8,Product
CUST_03095,2025-03-01,6,24,Features
CUST_03096,2025-09-01,9,33,Features
CUST_03097,2024-10-01,5,7,Features
CUST_03103,2025-08-01,6,10,Product
CUST_03107,2025-09-01,8,38,Features
CUST_03119,2024-05-01,7,6,Support
CUST_03119,2025-08-01,8,35,Integration
CUST_03119,2025-09-01,9,34,Features
CUST_03123,2025-11-01,6,10,Features
CUST_03126,2024-11-01,8,45,Product
CUST_03126,2024-04-01,6,9,Support
CUST_03129,2025-06-01,6,1,Features
CUST_03129,2025-08-01,9,48,Product
CUST_03129,2025-10-01,8,18,Integration
CUST_03132,2024-11-01,8,50,Integration
CUST_03132,2024-04-01,7,7,Features
CUST_03138,2025-11-01,8,29,Product
CUST_03144,2025-11-01,6,-1,Features
CUST_03150,2025-04-01,8,49,Product
CUST_03152,2025-07-01,8,33,Product
CUST_03154,2025-06-01,7,25,Product
CUST_03155,2025-03-01,7,16,Product
CUST_03157,2025-02-01,8,42,Integration
CUST_03159,2025-06-01,9,6,Product
CUST_03163,2024-10-01,10,47,Integration
CUST_03164,2025-07-01,8,63,Product
CUST_03166,2025-12-01,6,18,Support
CUST_03167,2025-07-01,7,14,Features
CUST_03174,2025-09-01,8,43,Product
CUST_03180,2025-01-01,8,36,Product
CUST_03184,2025-04-01,6,14,Features
CUST_03184,2025-12-01,8,18,Features
CUST_03191,2025-12-01,7,28,Product
CUST_03194,2025-01-01,8,35,Features
CUST_03199,2025-08-01,8,27,Product
CUST_03203,2025-10-01,6,26,Features
CUST_03206,2025-03-01,7,7,Support
CUST_03207,2025-04-01,7,14,Product
CUST_03207,2025-09-01,8,3,Product
CUST_03211,2025-03-01,9,22,Integration
CUST_03211,2024-06-01,7,19,Features
CUST_03211,2024-07-01,6,5,Features
CUST_03211,2024-07-01,7,20,Product
CUST_03220,2025-11-01,9,45,Product
CUST_03225,2025-12-01,6,27,Features
CUST_03232,2025-09-01,8,35,Product
CUST_03235,2025-12-01,10,35,Integration
CUST_03241,2025-12-01,9,44,Integration
CUST_03241,2025-06-01,9,35,Product
CUST_03246,2024-12-01,5,-8,Features
CUST_03248,2025-09-01,8,25,Features
CUST_03259,2025-10-01,8,18,Product
CUST_03260,2025-09-01,9,24,Integration
CUST_03269,2024-07-01,7,29,Product
CUST_03272,2025-06-01,4,5,Pricing
CUST_03277,2025-12-01,5,-15,Support
CUST_03278,2024-05-01,6,27,Features
CUST_03280,2025-10-01,10,52,Features
CUST_03284,2024-11-01,8,24,Features
CUST_03287,2025-06-01,8,23,Features
CUST_03287,2024-12-01,5,-26,Product
CUST_03296,2024-12-01,8,24,Product
CUST_03296,2025-09-01,4,-18,Product
CUST_03298,2025-12-01,6,-5,Features
CUST_03302,2025-12-01,4,-12,Support
CUST_03304,2025-08-01,6,-11,Product
CUST_03311,2024-12-01,7,20,Support
CUST_03313,2025-12-01,8,41,Product
CUST_03314,2025-08-01,6,-4,Features
CUST_03316,2025-07-01,8,5,Features
CUST_03317,2025-10-01,9,41,Product
CUST_03319,2024-10-01,7,31,Features
CUST_03322,2025-11-01,7,13,Product
CUST_03324,2025-06-01,7,-7,Product
CUST_03324,2025-02-01,8,18,Product
CUST_03326,2024-09-01,8,30,Product
CUST_03343,2025-05-01,8,38,Features
CUST_03348,2024-12-01,9,55,Product
CUST_03348,2024-09-01,9,52,Product
CUST_03349,2024-11-01,7,13,Product
CUST_03351,2024-10-01,8,6,Features
CUST_03354,2025-10-01,8,30,Features
CUST_03356,2025-05-01,9,30,Product
CUST_03360,2025-08-01,8,35,Product
CUST_03364,2024-12-01,7,23,Features
CUST_03364,2024-05-01,7,20,Features
CUST_03379,2025-04-01,9,31,Product
CUST_03386,2024-04-01,5,28,Features
CUST_03390,2024-09-01,6,7,Product
CUST_03392,2025-12-01,7,25,Product
CUST_03395,2025-12-01,9,45,Product
CUST_03397,2025-08-01,7,20,Product
CUST_03398,2025-01-01,9,42,Features
CUST_03403,2025-04-01,8,46,Product
CUST_03405,2024-09-01,7,35,Features
CUST_03405,2024-07-01,6,4,Product
CUST_03406,2025-02-01,10,39,Product
CUST_03408,2024-12-01,7,42,Features
CUST_03422,2025-07-01,5,11,Features
CUST_03424,2025-08-01,8,37,Product
CUST_03428,2025-06-01,6,27,Features
CUST_03432,2024-03-01,8,30,Product
CUST_03435,2024-12-01,7,31,Product
CUST_03437,2025-06-01,7,23,Product
CUST_03437,2025-05-01,5,1,Support
CUST_03439,2025-06-01,8,52,Product
CUST_03441,2025-09-01,5,-4,Support
CUST_03450,2025-10-01,7,22,Product
CUST_03455,2025-06-01,8,7,Integration
CUST_03457,2025-10-01,6,-8,Product
CUST_03460,2025-12-01,6,15,Product
CUST_03462,2025-08-01,7,25,Product
CUST_03462,2025-12-01,9,40,Integration
CUST_03462,2025-10-01,6,9,Features
CUST_03486,2025-09-01,8,22,Product
CUST_03486,2025-11-01,8,29,Product
CUST_03490,2024-08-01,8,19,Integration
CUST_03505,2024-10-01,7,-2,Features
CUST_03509,2024-09-01,8,32,Features
CUST_03511,2025-12-01,9,37,Product
CUST_03512,2025-01-01,9,50,Product
CUST_03515,2025-08-01,6,-9,Product
CUST_03518,2025-04-01,8,37,Features
CUST_03521,2025-03-01,9,48,Product
CUST_03526,2025-11-01,7,16,Product
CUST_03529,2025-11-01,7,25,Support
CUST_03535,2025-03-01,5,19,Support
CUST_03537,2025-09-01,8,23,Features
CUST_03539,2025-12-01,10,29,Product
CUST_03540,2024-06-01,9,28,Features
CUST_03541,2025-05-01,7,20,Product
CUST_03544,2025-10-01,9,42,Integration
CUST_03544,2025-05-01,7,24,Product
CUST_03545,2025-06-01,8,43,Features
CUST_03545,2025-05-01,9,33,Features
CUST_03551,2025-03-01,5,14,Features
CUST_03557,2024-09-01,7,26,Features
CUST_03563,2025-08-01,7,29,Product
CUST_03567,2025-02-01,5,9,Product
CUST_03570,2025-05-01,6,4,Product
CUST_03574,2025-07-01,6,4,Product
CUST_03577,2025-11-01,7,35,Support
CUST_03584,2025-03-01,6,10,Features
CUST_03585,2024-11-01,8,27,Product
CUST_03586,2025-11-01,7,15,Product
CUST_03589,2025-11-01,10,69,Product
CUST_03594,2025-03-01,9,31,Features
CUST_03600,2025-02-01,8,28,Product
CUST_03602,2025-04-01,6,5,Support
CUST_03607,2024-07-01,8,49,Integration
CUST_03607,2024-08-01,7,31,Support
CUST_03609,2025-11-01,8,24,Features
CUST_03610,2025-08-01,7,24,Product
CUST_03625,2025-07-01,8,-4,Features
CUST_03627,2025-01-01,8,32,Integration
CUST_03627,2025-07-01,6,22,Support
CUST_03645,2024-11-01,7,23,Product
CUST_03646,2025-12-01,7,29,Support
CUST_03647,2025-10-01,7,4,Features
CUST_03650,2025-12-01,7,19,Features
CUST_03652,2024-07-01,7,18,Features
CUST_03656,2025-06-01,6,27,Features
CUST_03657,2025-01-01,6,9,Product
CUST_03670,2025-09-01,8,28,Product
CUST_03678,2025-06-01,5,-12,Product
CUST_03679,2025-07-01,3,-18,Pricing
CUST_03680,2025-12-01,8,44,Product
CUST_03682,2025-12-01,7,27,Support
CUST_03690,2025-08-01,8,24,Features
CUST_03693,2025-07-01,5,-6,Product
CUST_03702,2025-06-01,6,29,Product
CUST_03709,2025-08-01,8,23,Product
CUST_03715,2025-12-01,6,24,Features
CUST_03717,2024-08-01,9,33,Product
CUST_03718,2025-10-01,6,1,Product
CUST_03729,2025-11-01,8,25,Features
CUST_03729,2025-11-01,8,28,Features
CUST_03731,2025-10-01,9,46,Features
CUST_03734,2025-11-01,9,39,Integration
CUST_03736,2024-12-01,6,5,Product
CUST_03736,2025-08-01,4,-17,Pricing
CUST_03737,2025-10-01,9,25,Product
CUST_03738,2025-07-01,7,16,Support
CUST_03738,2024-10-01,8,40,Features
CUST_03740,2025-08-01,10,51,Features
CUST_03741,2025-12-01,6,18,Features
CUST_03742,2025-07-01,5,-8,Support
CUST_03745,2025-06-01,6,3,Support
CUST_03747,2024-10-01,8,17,Product
CUST_03757,2024-12-01,8,20,Product
CUST_03757,2025-09-01,9,40,Features
CUST_03758,2025-12-01,8,40,Features
CUST_03765,2025-12-01,6,-10,Support
CUST_03769,2025-06-01,4,8,Product
CUST_03773,2025-12-01,6,3,Features
CUST_03786,2025-11-01,8,30,Integration
CUST_03786,2025-08-01,8,28,Product
CUST_03788,2025-12-01,9,35,Features
CUST_03788,2025-06-01,8,24,Product
CUST_03789,2025-12-01,7,28,Features
CUST_03791,2025-01-01,7,37,Support
CUST_03797,2025-10-01,6,20,Features
CUST_03800,2025-10-01,6,7,Features
CUST_03800,2025-12-01,5,4,Features
CUST_03804,2025-12-01,7,0,Features
CUST_03807,2025-09-01,6,11,Product
CUST_03809,2024-11-01,8,21,Product
CUST_03810,2024-05-01,8,35,Features
CUST_03810,2025-06-01,7,18,Features
CUST_03812,2025-09-01,6,11,Features
CUST_03817,2025-07-01,7,17,Features
CUST_03818,2024-12-01,10,52,Product
CUST_03833,2025-01-01,7,25,Product
CUST_03836,2024-12-01,7,34,Features
CUST_03838,2025-02-01,9,21,Features
CUST_03845,2024-08-01,8,34,Features
CUST_03845,2024-10-01,7,28,Product
CUST_03849,2025-12-01,6,-1,Support
CUST_03852,2024-04-01,7,19,Product
CUST_03853,2025-08-01,7,13,Features
CUST_03856,2025-07-01,9,32,Product
CUST_03856,2025-11-01,9,36,Product
CUST_03856,2025-10-01,9,52,Features
CUST_03857,2025-02-01,8,11,Integration
CUST_03858,2024-12-01,8,27,Product
CUST_03866,2025-03-01,6,8,Product
CUST_03872,2025-02-01,5,-1,Support
CUST_03875,2025-04-01,6,-1,Product
CUST_03879,2025-02-01,9,47,Features
CUST_03879,2025-01-01,9,25,Features
CUST_03882,2025-04-01,6,4,Product
CUST_03890,2025-06-01,7,15,Product
CUST_03895,2025-12-01,6,3,Support
CUST_03904,2024-06-01,6,13,Product
CUST_03907,2025-06-01,6,26,Product
CUST_03909,2025-04-01,7,10,Product
CUST_03918,2025-08-01,6,7,Product
CUST_03921,2025-05-01,6,23,Product
CUST_03928,2025-12-01,9,21,Integration
CUST_03929,2024-11-01,8,33,Product
CUST_03934,2025-10-01,8,36,Product
CUST_03934,2025-10-01,7,5,Product
CUST_03941,2025-06-01,7,22,Support
CUST_03944,2024-06-01,6,6,Product
CUST_03946,2025-09-01,9,50,Features
CUST_03948,2025-05-01,8,6,Integration
CUST_03949,2024-10-01,7,36,Product
CUST_03956,2025-02-01,10,58,Integration
CUST_03958,2025-02-01,7,21,Product
CUST_03958,2025-10-01,10,44,Product
CUST_03959,2025-02-01,7,5,Features
CUST_03960,2025-12-01,6,26,Product
CUST_03960,2025-09-01,6,11,Product
CUST_03961,2024-12-01,8,29,Features
CUST_03969,2024-10-01,10,46,Features
CUST_03973,2024-11-01,6,13,Features
CUST_03980,2025-08-01,9,31,Product
CUST_03991,2025-12-01,6,9,Features
CUST_03995,2025-05-01,7,27,Features
CUST_03998,2024-04-01,7,4,Support
CUST_03999,2025-02-01,9,35,Product
CUST_04000,2025-09-01,8,34,Integration
CUST_04006,2025-01-01,5,-20,Product
CUST_04018,2025-09-01,7,21,Features
CUST_04022,2025-06-01,9,29,Features
CUST_04029,2025-07-01,8,37,Features
CUST_04030,2024-12-01,8,29,Integration
CUST_04032,2025-03-01,6,8,Product
CUST_04034,2025-08-01,9,32,Features
CUST_04039,2025-08-01,5,2,Features
CUST_04045,2025-04-01,9,38,Features
CUST_04045,2025-05-01,9,58,Features
CUST_04046,2025-09-01,7,40,Features
CUST_04047,2024-10-01,10,49,Features
CUST_04051,2025-06-01,7,37,Product
CUST_04054,2025-08-01,9,40,Integration
CUST_04059,2025-03-01,6,-6,Product
CUST_04059,2025-11-01,6,21,Features
CUST_04074,2025-09-01,7,9,Product
CUST_04078,2025-02-01,7,-8,Features
CUST_04078,2025-06-01,8,8,Features
CUST_04080,2024-09-01,8,39,Product
CUST_04082,2025-12-01,6,2,Support
CUST_04096,2024-10-01,5,9,Product
CUST_04098,2025-02-01,6,25,Features
CUST_04099,2025-12-01,8,32,Product
CUST_04104,2025-05-01,6,9,Product
CUST_04118,2025-08-01,6,21,Features
CUST_04125,2025-07-01,9,44,Product
CUST_04125,2024-09-01,9,49,Features
CUST_04129,2025-09-01,10,53,Features
CUST_04131,2024-12-01,9,53,Integration
CUST_04131,2025-09-01,8,28,Product
CUST_04144,2025-03-01,7,29,Product
CUST_04147,2025-09-01,8,32,Integration
CUST_04149,2024-10-01,9,28,Product
CUST_04151,2025-05-01,9,29,Features
CUST_04156,2025-11-01,6,-3,Product
CUST_04163,2025-04-01,8,25,Product
CUST_04174,2025-12-01,7,16,Product
CUST_04174,2024-09-01,7,18,Features
CUST_04182,2024-11-01,7,-7,Support
CUST_04183,2025-11-01,8,49,Product
CUST_04186,2025-06-01,8,12,Features
CUST_04187,2025-04-01,9,37,Product
CUST_04187,2024-09-01,8,51,Product
CUST_04189,2025-01-01,6,3,Product
CUST_04199,2025-06-01,7,11,Features
CUST_04202,2025-12-01,9,33,Integration
CUST_04202,2024-11-01,6,-3,Features
CUST_04202,2025-05-01,7,34,Support
CUST_04204,2025-05-01,8,22,Features
CUST_04207,2024-10-01,7,27,Features
CUST_04213,2025-02-01,6,25,Product
CUST_04214,2025-08-01,8,39,Integration
CUST_04214,2024-02-01,7,39,Support
CUST_04214,2024-03-01,7,21,Product
CUST_04219,2024-04-01,8,28,Features
CUST_04220,2025-07-01,5,21,Product
CUST_04226,2024-12-01,8,52,Product
CUST_04226,2025-01-01,8,40,Integration
CUST_04226,2025-05-01,7,9,Features
CUST_04233,2024-07-01,9,35,Features
CUST_04233,2024-10-01,10,68,Product
CUST_04238,2025-02-01,8,32,Product
CUST_04241,2025-06-01,9,31,Product
CUST_04248,2025-03-01,6,14,Support
CUST_04251,2025-07-01,5,-13,Support
CUST_04251,2024-07-01,9,59,Features
CUST_04257,2025-12-01,8,26,Product
CUST_04257,2025-05-01,7,16,Product
CUST_04263,2025-12-01,7,29,Product
CUST_04267,2025-02-01,6,11,Support
CUST_04270,2025-06-01,9,41,Integration
CUST_04274,2024-11-01,9,35,Product
CUST_04274,2025-02-01,9,54,Product
CUST_04277,2025-08-01,4,-3,Product
CUST_04279,2024-10-01,7,27,Support
CUST_04287,2025-07-01,6,39,Support
CUST_04287,2025-01-01,5,9,Support
CUST_04290,2025-03-01,6,14,Support
CUST_04293,2025-12-01,8,20,Features
CUST_04298,2025-10-01,6,5,Product
CUST_04300,2024-11-01,9,69,Product
CUST_04301,2024-05-01,6,7,Product
CUST_04306,2025-12-01,8,33,Product
CUST_04309,2025-05-01,8,31,Features
CUST_04313,2025-08-01,10,62,Features
CUST_04314,2025-06-01,6,8,Features
CUST_04314,2024-12-01,8,29,Integration
CUST_04319,2025-06-01,6,32,Product
CUST_04323,2025-03-01,6,3,Product
CUST_04323,2024-07-01,6,22,Features
CUST_04323,2025-12-01,6,-6,Support
CUST_04325,2024-07-01,8,19,Product
CUST_04327,2025-04-01,7,28,Support
CUST_04329,2025-08-01,6,13,Features
CUST_04334,2025-03-01,5,0,Product
CUST_04337,2025-01-01,7,30,Features
CUST_04337,2024-11-01,10,60,Product
CUST_04339,2025-10-01,8,17,Features
CUST_04342,2025-04-01,7,6,Support
CUST_04343,2025-07-01,6,3,Support
CUST_04346,2025-03-01,7,16,Product
CUST_04346,2024-11-01,10,65,Features
CUST_04348,2025-10-01,8,39,Product
CUST_04350,2024-09-01,5,-10,Features
CUST_04369,2025-11-01,7,26,Product
CUST_04371,2025-01-01,9,32,Product
CUST_04371,2025-04-01,7,31,Support
CUST_04371,2025-04-01,5,-9,Support
CUST_04379,2025-09-01,8,42,Product
CUST_04381,2025-11-01,8,18,Integration
CUST_04381,2024-05-01,6,0,Product
CUST_04387,2025-04-01,8,41,Product
CUST_04391,2024-08-01,7,-5,Features
CUST_04392,2025-12-01,6,13,Product
CUST_04393,2025-03-01,6,-4,Product
CUST_04394,2025-12-01,8,34,Product
CUST_04400,2025-01-01,8,12,Product
CUST_04400,2025-03-01,9,21,Features
CUST_04401,2025-04-01,7,29,Features
CUST_04402,2025-08-01,7,48,Support
CUST_04402,2025-07-01,8,32,Features
CUST_04402,2025-08-01,6,28,Features
CUST_04410,2025-09-01,7,25,Product
CUST_04415,2025-10-01,6,24,Features
CUST_04417,2024-07-01,7,45,Support
CUST_04420,2025-11-01,7,26,Features
CUST_04429,2025-10-01,5,5,Product
CUST_04431,2025-01-01,9,38,Integration
CUST_04442,2024-12-01,8,21,Product
CUST_04443,2025-04-01,9,43,Product
CUST_04444,2025-08-01,7,6,Features
CUST_04450,2025-07-01,7,35,Features
CUST_04450,2025-06-01,7,29,Support
CUST_04462,2025-12-01,9,49,Product
CUST_04467,2025-12-01,7,16,Product
CUST_04475,2025-01-01,5,-7,Support
CUST_04477,2025-05-01,7,31,Support
CUST_04485,2025-09-01,8,37,Integration
CUST_04501,2025-11-01,8,42,Integration
CUST_04504,2025-01-01,8,36,Features
CUST_04509,2025-12-01,5,9,Product
CUST_04512,2024-12-01,9,40,Product
CUST_04515,2025-02-01,8,39,Product
CUST_04526,2025-03-01,8,15,Integration
CUST_04527,2024-12-01,8,20,Product
CUST_04528,2025-12-01,5,4,Support
CUST_04529,2025-07-01,5,-17,Product
CUST_04531,2025-11-01,7,22,Features
CUST_04533,2024-09-01,9,36,Product
CUST_04536,2025-09-01,10,70,Product
CUST_04542,2025-12-01,7,12,Product
CUST_04547,2025-07-01,7,19,Support
CUST_04549,2025-09-01,9,50,Integration
CUST_04556,2024-12-01,6,24,Product
CUST_04566,2024-04-01,6,22,Product
CUST_04573,2025-09-01,5,-5,Features
CUST_04573,2025-09-01,7,28,Features
CUST_04577,2025-10-01,10,73,Product
CUST_04579,2025-10-01,9,38,Features
CUST_04586,2024-06-01,9,22,Features
CUST_04587,2024-07-01,8,13,Product
CUST_04588,2025-10-01,8,25,Integration
CUST_04588,2025-10-01,6,20,Product
CUST_04589,2025-05-01,5,13,Product
