customer_id,avg_session_duration,avg_feature_usage,avg_engagement_rate,avg_satisfaction,avg_nps,avg_monthly_revenue,latest_monthly_revenue,active_months,first_monthly_revenue,revenue_change,revenue_trend,cluster,customer_type,plan_type,region,industry,company_size,tenure_months
CUST_01538,12.0,4.0,0.0,,,49.0,49,1,49,0,Stable,1,Mid-market,Basic,North America,Healthcare,352,0
CUST_01539,26.136363636363637,1.9090909090909092,0.0,,,99.0,99,22,99,0,Stable,1,SMB,Pro,North America,Retail,5,21
CUST_01540,12.0,1.5,,,,29.0,29,2,29,0,Stable,1,SMB,Basic,Latin America,E-commerce,13,1
CUST_01541,24.1,1.7,0.3333333333333333,7.0,-2.0,29.0,29,20,29,0,Stable,1,SMB,Basic,Europe,Retail,47,19
CUST_01542,25.782608695652176,1.5217391304347827,0.4,8.0,16.0,29.0,29,23,29,0,Stable,1,SMB,Basic,Latin America,E-commerce,21,22
CUST_01543,26.5,1.0,1.0,,,29.0,29,12,29,0,Stable,1,SMB,Basic,Latin America,Healthcare,41,11
CUST_01544,74.0,7.636363636363637,0.6287878787878788,9.0,16.0,999.0,999,22,999,0,Stable,0,Enterprise,Enterprise,North America,E-commerce,4594,21
CUST_01545,27.25,1.9166666666666667,0.5,7.0,35.0,29.0,29,24,29,0,Stable,1,SMB,Basic,North America,Education,31,23
CUST_01546,55.30769230769231,5.153846153846154,0.611111111111111,,,299.0,299,13,299,0,Stable,0,Enterprise,Pro,North America,Healthcare,4580,12
CUST_01547,23.363636363636363,1.7272727272727273,0.0,8.0,11.0,29.0,29,11,29,0,Stable,1,SMB,Basic,Europe,Finance,2,10
CUST_01548,37.38461538461539,3.769230769230769,0.375,7.0,29.0,49.0,49,13,49,0,Stable,1,Mid-market,Basic,North America,Technology,216,12
CUST_01549,31.4,3.0,0.5,,,199.0,199,5,199,0,Stable,1,Mid-market,Pro,Latin America,E-commerce,316,4
CUST_01550,24.642857142857142,1.9285714285714286,0.0,,,29.0,29,14,29,0,Stable,1,SMB,Basic,Europe,Education,4,13
CUST_01551,67.0,5.0,1.0,,,299.0,299,8,299,0,Stable,0,Enterprise,Pro,North America,Retail,3657,7
CUST_01552,36.166666666666664,2.6666666666666665,1.0,,,199.0,199,6,199,0,Stable,1,Mid-market,Pro,Europe,Retail,299,5
CUST_01553,20.571428571428573,2.142857142857143,0.5,,,29.0,29,7,29,0,Stable,1,SMB,Basic,Europe,Finance,16,6
CUST_01554,17.666666666666668,0.6666666666666666,0.5,,,29.0,29,3,29,0,Stable,1,SMB,Basic,Europe,E-commerce,7,2
CUST_01555,38.375,3.375,0.6666666666666666,,,199.0,199,16,199,0,Stable,1,Mid-market,Pro,Europe,Finance,417,15
CUST_01556,12.0,0.0,,,,29.0,29,2,29,0,Stable,1,SMB,Basic,Europe,Healthcare,31,1
CUST_01557,16.25,1.75,1.0,,,29.0,29,4,29,0,Stable,1,SMB,Basic,North America,Retail,32,3
CUST_01558,24.23076923076923,2.5384615384615383,1.0,4.0,-11.0,29.0,29,13,29,0,Stable,1,SMB,Basic,North America,Retail,8,12
CUST_01559,23.0,1.7272727272727273,0.2857142857142857,8.0,40.0,99.0,99,22,99,0,Stable,1,SMB,Pro,Europe,Healthcare,15,21
CUST_01560,25.047619047619047,2.0476190476190474,0.0,,,29.0,29,21,29,0,Stable,1,SMB,Basic,Europe,E-commerce,6,20
CUST_01561,28.142857142857142,3.2857142857142856,0.75,,,49.0,49,7,49,0,Stable,1,Mid-market,Basic,Europe,Education,254,6
CUST_01562,44.875,4.125,0.0,,,199.0,199,8,199,0,Stable,1,Mid-market,Pro,North America,Technology,417,7
CUST_01563,22.941176470588236,1.7647058823529411,0.6,7.0,36.0,99.0,99,17,99,0,Stable,1,SMB,Pro,Asia-Pacific,Education,35,16
CUST_01564,59.8,6.733333333333333,0.75,,,999.0,999,15,999,0,Stable,0,Enterprise,Enterprise,North America,Education,4391,14
CUST_01565,26.210526315789473,1.5263157894736843,0.3333333333333333,,,29.0,29,19,29,0,Stable,1,SMB,Basic,Europe,Finance,1,18
CUST_01566,23.941176470588236,1.9411764705882353,0.25,8.0,46.0,29.0,29,17,29,0,Stable,1,SMB,Basic,Europe,Education,43,16
CUST_01567,17.5,0.5,,,,29.0,29,2,29,0,Stable,1,SMB,Basic,Asia-Pacific,Retail,49,1
CUST_01568,40.25,2.0,1.0,,,199.0,199,4,199,0,Stable,1,Mid-market,Pro,North America,Finance,293,3
CUST_01569,24.666666666666668,1.8888888888888888,0.8888888888888888,,,299.0,299,9,299,0,Stable,1,SMB,Enterprise,North America,E-commerce,17,8
CUST_01570,41.91304347826087,4.0,0.75,,,49.0,49,23,49,0,Stable,1,Mid-market,Basic,Asia-Pacific,Finance,191,22
CUST_01571,32.92307692307692,4.153846153846154,0.25,,,199.0,199,13,199,0,Stable,1,Mid-market,Pro,Europe,E-commerce,68,12
CUST_01572,25.3,2.3,0.6666666666666666,,,299.0,299,20,299,0,Stable,1,SMB,Enterprise,Europe,Technology,41,19
CUST_01573,14.333333333333334,1.0,0.0,,,99.0,99,3,99,0,Stable,1,SMB,Pro,Europe,Finance,46,2
CUST_01574,42.785714285714285,3.0714285714285716,0.8,,,49.0,49,14,49,0,Stable,1,Mid-market,Basic,North America,Healthcare,416,13
CUST_01575,71.28571428571429,6.857142857142857,0.8,8.0,30.5,999.0,999,7,999,0,Stable,0,Enterprise,Enterprise,Latin America,Technology,3386,5
CUST_01576,21.22222222222222,2.0,0.0,,,99.0,99,9,99,0,Stable,1,SMB,Pro,North America,Education,39,8
CUST_01577,10.0,1.0,,,,29.0,29,3,29,0,Stable,1,SMB,Basic,Asia-Pacific,Finance,29,2
CUST_01578,55.36363636363637,7.090909090909091,0.5,,,299.0,299,11,299,0,Stable,0,Enterprise,Pro,Europe,E-commerce,4854,10
CUST_01579,23.9,2.0,0.25,,,29.0,29,20,29,0,Stable,1,SMB,Basic,Europe,Retail,41,19
CUST_01580,19.923076923076923,2.076923076923077,0.0,7.0,20.0,99.0,99,13,99,0,Stable,1,SMB,Pro,North America,Finance,27,12
CUST_01581,22.545454545454547,2.4545454545454546,0.0,,,29.0,29,11,29,0,Stable,1,SMB,Basic,North America,Technology,29,10
CUST_01582,13.5,1.0,,,,29.0,29,2,29,0,Stable,1,SMB,Basic,Asia-Pacific,Retail,21,1
CUST_01583,38.0,1.0,,,,199.0,199,1,199,0,Stable,1,Mid-market,Pro,North America,Technology,385,0
CUST_01584,20.4,2.3,0.0,,,99.0,99,10,99,0,Stable,1,SMB,Pro,Asia-Pacific,Education,18,9
CUST_01585,22.333333333333332,1.6666666666666667,0.0,,,99.0,99,3,99,0,Stable,1,SMB,Pro,Europe,Retail,48,2
CUST_01586,25.4,1.6,0.25,,,29.0,29,15,29,0,Stable,1,SMB,Basic,North America,Healthcare,14,14
CUST_01587,45.8235294117647,3.1176470588235294,0.6,,,49.0,49,17,49,0,Stable,1,Mid-market,Basic,Europe,E-commerce,249,16
CUST_01588,23.571428571428573,2.0,,,,99.0,99,7,99,0,Stable,1,SMB,Pro,Europe,Technology,3,6
CUST_01589,45.54545454545455,3.5454545454545454,0.75,10.0,38.0,199.0,199,11,199,0,Stable,0,Mid-market,Pro,Asia-Pacific,Education,211,10
CUST_01590,40.18181818181818,4.181818181818182,1.0,8.0,25.0,499.0,499,22,499,0,Stable,0,Mid-market,Enterprise,North America,Healthcare,292,21
CUST_01591,33.625,5.25,0.25,,,499.0,499,8,499,0,Stable,1,Mid-market,Enterprise,North America,Finance,131,7
CUST_01592,23.571428571428573,1.5714285714285714,0.0,,,29.0,29,7,29,0,Stable,1,SMB,Basic,North America,Retail,26,6
CUST_01593,22.5,2.125,0.8333333333333334,,,29.0,29,8,29,0,Stable,1,SMB,Basic,Europe,Healthcare,12,7
CUST_01594,15.666666666666666,1.5,0.0,,,29.0,29,6,29,0,Stable,1,SMB,Basic,Asia-Pacific,Education,28,5
CUST_01595,24.916666666666668,1.2083333333333333,0.5,,,29.0,29,24,29,0,Stable,1,SMB,Basic,Europe,Finance,28,23
CUST_01596,20.357142857142858,1.6428571428571428,0.0,,,99.0,99,14,99,0,Stable,1,SMB,Pro,Latin America,Healthcare,41,13
CUST_01597,21.2,2.0,,,,29.0,29,5,29,0,Stable,1,SMB,Basic,North America,Retail,23,4
CUST_01598,18.615384615384617,1.8461538461538463,0.5,,,99.0,99,13,99,0,Stable,1,SMB,Pro,Asia-Pacific,Technology,23,12
CUST_01599,21.666666666666668,1.1666666666666667,,,,29.0,29,6,29,0,Stable,1,SMB,Basic,North America,Technology,29,5
CUST_01600,11.5,0.5,,,,29.0,29,2,29,0,Stable,1,SMB,Basic,Asia-Pacific,Retail,9,1
CUST_01601,24.22222222222222,1.3333333333333333,,7.0,38.0,29.0,29,9,29,0,Stable,1,SMB,Basic,North America,E-commerce,4,8
CUST_01602,26.59090909090909,1.8181818181818181,0.25,,,29.0,29,22,29,0,Stable,1,SMB,Basic,North America,E-commerce,24,21
CUST_01603,22.40909090909091,1.2727272727272727,0.3333333333333333,,,29.0,29,22,29,0,Stable,1,SMB,Basic,North America,Retail,26,21
CUST_01604,23.785714285714285,1.4285714285714286,0.25,5.0,6.0,29.0,29,14,29,0,Stable,1,SMB,Basic,Latin America,Education,10,13
CUST_01605,27.3,2.0,0.5,,,29.0,29,10,29,0,Stable,1,SMB,Basic,Asia-Pacific,Technology,14,9
CUST_01606,30.0,1.8571428571428572,,8.0,32.0,49.0,49,7,49,0,Stable,1,Mid-market,Basic,Europe,E-commerce,68,6
CUST_01607,41.18181818181818,3.6363636363636362,0.4444444444444444,8.0,35.0,49.0,49,22,49,0,Stable,1,Mid-market,Basic,Europe,E-commerce,323,21
CUST_01608,39.90909090909091,3.1818181818181817,0.3333333333333333,,,49.0,49,11,49,0,Stable,1,Mid-market,Basic,North America,Retail,496,10
CUST_01609,23.545454545454547,1.6363636363636365,0.0,,,99.0,99,11,99,0,Stable,1,SMB,Pro,North America,Finance,34,10
CUST_01610,28.75,1.4166666666666667,1.0,6.0,1.0,29.0,29,12,29,0,Stable,1,SMB,Basic,North America,E-commerce,22,11
CUST_01611,23.25,2.1,0.0,,,29.0,29,20,29,0,Stable,1,SMB,Basic,Europe,Finance,10,19
CUST_01612,17.5,0.0,,,,99.0,99,2,99,0,Stable,1,SMB,Pro,North America,Healthcare,49,1
CUST_01613,18.25,1.75,0.6666666666666666,5.0,-9.0,29.0,29,12,29,0,Stable,1,SMB,Basic,North America,Healthcare,25,11
CUST_01614,21.88888888888889,1.9444444444444444,0.4,,,99.0,99,18,99,0,Stable,1,SMB,Pro,Latin America,Healthcare,35,17
CUST_01615,27.434782608695652,1.6956521739130435,0.4,,,29.0,29,23,29,0,Stable,1,SMB,Basic,Latin America,Healthcare,34,22
CUST_01616,25.125,1.875,0.0,,,29.0,29,8,29,0,Stable,1,SMB,Basic,North America,E-commerce,31,7
CUST_01617,21.272727272727273,1.5454545454545454,0.16666666666666666,,,299.0,299,11,299,0,Stable,1,SMB,Enterprise,Asia-Pacific,Retail,18,10
CUST_01618,25.6,1.4666666666666666,0.5,,,29.0,29,15,29,0,Stable,1,SMB,Basic,Latin America,Education,1,14
CUST_01619,23.708333333333332,1.6666666666666667,0.6666666666666666,5.0,19.0,29.0,29,24,29,0,Stable,1,SMB,Basic,Latin America,Retail,43,23
CUST_01620,15.5,1.0,0.0,,,29.0,29,2,29,0,Stable,1,SMB,Basic,North America,Education,7,1
CUST_01621,54.142857142857146,7.857142857142857,1.0,9.0,42.0,999.0,999,7,999,0,Stable,0,Enterprise,Enterprise,North America,Technology,1829,6
CUST_01622,28.333333333333332,1.8888888888888888,0.5,,,29.0,29,18,29,0,Stable,1,SMB,Basic,North America,Finance,24,17
CUST_01623,23.666666666666668,1.6666666666666667,0.5,6.0,7.0,29.0,29,12,29,0,Stable,1,SMB,Basic,Latin America,Healthcare,37,11
CUST_01624,23.428571428571427,2.7142857142857144,,,,99.0,99,7,99,0,Stable,1,SMB,Pro,North America,Retail,25,6
CUST_01625,71.47826086956522,8.043478260869565,0.85,7.0,-5.0,999.0,999,23,999,0,Stable,0,Enterprise,Enterprise,Latin America,Finance,3583,22
CUST_01626,21.0,1.9090909090909092,0.5,,,29.0,29,11,29,0,Stable,1,SMB,Basic,North America,Healthcare,12,10
CUST_01627,56.93333333333333,6.866666666666666,0.6666666666666666,7.0,15.0,999.0,999,15,999,0,Stable,0,Enterprise,Enterprise,North America,Technology,770,14
CUST_01628,15.333333333333334,1.2222222222222223,0.0,,,29.0,29,9,29,0,Stable,1,SMB,Basic,Asia-Pacific,Healthcare,6,8
CUST_01629,27.263157894736842,1.368421052631579,0.0,,,29.0,29,19,29,0,Stable,1,SMB,Basic,North America,Retail,32,18
CUST_01630,39.714285714285715,3.5,0.6,,,199.0,199,14,199,0,Stable,1,Mid-market,Pro,North America,Education,276,13
CUST_01631,20.25,1.75,1.0,,,29.0,29,4,29,0,Stable,1,SMB,Basic,Europe,Technology,15,3
CUST_01632,11.0,2.0,,,,29.0,29,1,29,0,Stable,1,SMB,Basic,Latin America,Healthcare,23,0
CUST_01633,52.18181818181818,6.181818181818182,0.8333333333333334,,,99.0,99,11,99,0,Stable,0,Enterprise,Basic,North America,Education,3507,10
CUST_01634,24.22222222222222,1.7777777777777777,1.0,,,29.0,29,9,29,0,Stable,1,SMB,Basic,North America,Retail,31,8
CUST_01635,37.0,2.3333333333333335,1.0,,,49.0,49,6,49,0,Stable,1,Mid-market,Basic,North America,Education,123,5
CUST_01636,48.8421052631579,4.052631578947368,0.5625,,,199.0,199,19,199,0,Stable,1,Mid-market,Pro,Asia-Pacific,Retail,231,18
CUST_01637,22.75,1.25,,,,29.0,29,4,29,0,Stable,1,SMB,Basic,Latin America,Technology,36,3
CUST_01638,15.0,0.5,,,,29.0,29,2,29,0,Stable,1,SMB,Basic,North America,Retail,33,1
CUST_01639,21.444444444444443,1.3333333333333333,1.0,,,99.0,99,9,99,0,Stable,1,SMB,Pro,Europe,E-commerce,11,8
CUST_01640,7.0,1.3333333333333333,0.0,,,29.0,29,3,29,0,Stable,1,SMB,Basic,Latin America,Finance,21,2
CUST_01641,17.77777777777778,1.4444444444444444,0.16666666666666666,,,99.0,99,9,99,0,Stable,1,SMB,Pro,Europe,Finance,12,8
CUST_01642,32.0,3.0,1.0,,,49.0,49,2,49,0,Stable,1,Mid-market,Basic,Asia-Pacific,Finance,186,1
CUST_01643,42.888888888888886,3.1666666666666665,0.6666666666666666,6.0,21.0,49.0,49,18,49,0,Stable,1,Mid-market,Basic,Europe,Education,199,17
CUST_01644,19.0,1.0,,,,29.0,29,2,29,0,Stable,1,SMB,Basic,Europe,Healthcare,18,1
CUST_01645,14.666666666666666,0.3333333333333333,,,,29.0,29,3,29,0,Stable,1,SMB,Basic,Latin America,Technology,3,2
CUST_01646,26.571428571428573,1.3571428571428572,1.0,,,29.0,29,14,29,0,Stable,1,SMB,Basic,North America,Healthcare,25,13
CUST_01647,15.5,0.5,,,,29.0,29,2,29,0,Stable,1,SMB,Basic,North America,Finance,19,1
CUST_01648,25.9,2.0,0.75,10.0,46.0,99.0,99,10,99,0,Stable,1,SMB,Pro,Latin America,Education,47,9
CUST_01649,17.833333333333332,1.5,0.5,,,29.0,29,6,29,0,Stable,1,SMB,Basic,Europe,Finance,4,5
CUST_01650,16.0,0.75,0.0,,,29.0,29,4,29,0,Stable,1,SMB,Basic,Asia-Pacific,Finance,43,3
CUST_01651,6.5,0.0,1.0,,,29.0,29,2,29,0,Stable,1,SMB,Basic,Latin America,Finance,48,1
CUST_01652,31.5,3.0,0.5,,,499.0,499,6,499,0,Stable,1,Mid-market,Enterprise,Europe,Technology,447,5
CUST_01653,24.6875,1.6875,0.375,,,99.0,99,16,99,0,Stable,1,SMB,Pro,North America,Retail,6,15
CUST_01654,76.70588235294117,7.588235294117647,0.8333333333333334,,,999.0,999,17,999,0,Stable,0,Enterprise,Enterprise,North America,Healthcare,2227,16
CUST_01655,27.333333333333332,1.9166666666666667,0.14285714285714285,,,29.0,29,24,29,0,Stable,1,SMB,Basic,Europe,E-commerce,4,23
CUST_01656,37.666666666666664,2.6666666666666665,0.3333333333333333,,,499.0,499,9,499,0,Stable,1,Mid-market,Enterprise,Europe,Retail,263,8
CUST_01657,18.6,2.4,0.5,,,29.0,29,10,29,0,Stable,1,SMB,Basic,Europe,E-commerce,18,9
CUST_01658,21.476190476190474,1.619047619047619,0.3,6.0,37.0,29.0,29,21,29,0,Stable,1,SMB,Basic,North America,Healthcare,35,20
CUST_01659,23.363636363636363,1.3636363636363635,,,,29.0,29,11,29,0,Stable,1,SMB,Basic,Europe,Finance,23,10
CUST_01660,31.666666666666668,2.3333333333333335,,,,199.0,199,3,199,0,Stable,1,Mid-market,Pro,Latin America,E-commerce,241,2
CUST_01661,25.59090909090909,1.6818181818181819,0.08333333333333333,,,29.0,29,22,29,0,Stable,1,SMB,Basic,North America,Finance,19,21
CUST_01662,24.8,3.4,0.0,,,199.0,199,5,199,0,Stable,1,Mid-market,Pro,Europe,Healthcare,217,4
CUST_01663,66.29411764705883,8.0,0.625,,,999.0,999,17,999,0,Stable,0,Enterprise,Enterprise,North America,Finance,2922,16
CUST_01664,26.5,3.0,1.0,,,199.0,199,4,199,0,Stable,1,Mid-market,Pro,North America,Finance,440,3
CUST_01665,13.75,1.5,,,,29.0,29,4,29,0,Stable,1,SMB,Basic,Europe,E-commerce,4,3
CUST_01666,27.666666666666668,1.2666666666666666,0.5,,,29.0,29,15,29,0,Stable,1,SMB,Basic,Latin America,Education,8,14
CUST_01667,37.111111111111114,3.7222222222222223,0.6666666666666666,,,199.0,199,18,199,0,Stable,1,Mid-market,Pro,North America,Education,145,17
CUST_01668,21.0,2.090909090909091,0.6666666666666666,,,29.0,29,11,29,0,Stable,1,SMB,Basic,North America,Education,5,10
CUST_01669,23.4,0.6,1.0,,,29.0,29,5,29,0,Stable,1,SMB,Basic,Europe,E-commerce,8,4
CUST_01670,73.72727272727273,7.818181818181818,0.5,,,999.0,999,11,999,0,Stable,0,Enterprise,Enterprise,North America,E-commerce,1751,10
CUST_01671,29.666666666666668,3.6666666666666665,,,,199.0,199,3,199,0,Stable,1,Mid-market,Pro,Asia-Pacific,E-commerce,94,2
CUST_01672,14.75,1.75,,,,29.0,29,4,29,0,Stable,1,SMB,Basic,Asia-Pacific,Education,46,3
CUST_01673,64.25,7.55,0.9090909090909091,9.0,32.0,299.0,299,20,299,0,Stable,0,Enterprise,Pro,Asia-Pacific,Technology,1906,19
CUST_01674,23.0,1.4615384615384615,0.5,,,99.0,99,13,99,0,Stable,1,SMB,Pro,North America,Retail,24,12
CUST_01675,18.6,2.2,,,,99.0,99,5,99,0,Stable,1,SMB,Pro,Latin America,Finance,49,4
CUST_01676,21.5,2.5,,,,499.0,499,2,499,0,Stable,1,Mid-market,Enterprise,North America,E-commerce,432,1
CUST_01677,40.94736842105263,4.421052631578948,0.6666666666666666,9.0,38.0,499.0,499,19,499,0,Stable,0,Mid-market,Enterprise,North America,Retail,321,18
CUST_01678,25.541666666666668,2.1666666666666665,0.5,,,99.0,99,24,99,0,Stable,1,SMB,Pro,Asia-Pacific,Healthcare,26,23
CUST_01679,40.53333333333333,3.066666666666667,0.3333333333333333,,,199.0,199,15,199,0,Stable,1,Mid-market,Pro,North America,Finance,126,14
CUST_01680,15.142857142857142,1.4285714285714286,1.0,7.0,25.0,29.0,29,7,29,0,Stable,1,SMB,Basic,Asia-Pacific,Healthcare,7,6
CUST_01681,7.0,0.0,,,,29.0,29,1,29,0,Stable,1,SMB,Basic,North America,Education,40,0
CUST_01682,75.72727272727273,7.0,0.75,,,999.0,999,11,999,0,Stable,0,Enterprise,Enterprise,Latin America,Retail,2615,10
CUST_01683,25.444444444444443,2.2222222222222223,0.0,,,29.0,29,9,29,0,Stable,1,SMB,Basic,Latin America,Retail,15,8
CUST_01684,15.333333333333334,0.6666666666666666,1.0,,,299.0,299,3,299,0,Stable,1,SMB,Enterprise,Asia-Pacific,Finance,6,2
CUST_01685,23.375,2.5,0.5,,,299.0,299,8,299,0,Stable,1,SMB,Enterprise,North America,Retail,11,7
CUST_01686,23.076923076923077,1.5384615384615385,0.0,6.0,14.0,29.0,29,13,29,0,Stable,1,SMB,Basic,Latin America,Finance,18,12
CUST_01687,24.952380952380953,1.5238095238095237,0.5,,,99.0,99,21,99,0,Stable,1,SMB,Pro,Europe,Healthcare,21,20
CUST_01688,24.0,1.0,0.5,,,29.0,29,4,29,0,Stable,1,SMB,Basic,Europe,Retail,21,3
CUST_01689,36.65,3.7,0.6666666666666666,8.0,28.0,499.0,499,20,499,0,Stable,0,Mid-market,Enterprise,North America,Finance,92,19
CUST_01690,18.727272727272727,1.3636363636363635,0.5,,,29.0,29,11,29,0,Stable,1,SMB,Basic,North America,Education,4,10
CUST_01691,18.5,0.6666666666666666,,,,99.0,99,6,99,0,Stable,1,SMB,Pro,Asia-Pacific,Education,30,5
CUST_01692,45.40909090909091,3.772727272727273,1.0,5.5,-4.0,199.0,199,22,199,0,Stable,1,Mid-market,Pro,Asia-Pacific,E-commerce,192,21
CUST_01693,20.166666666666668,1.3333333333333333,0.0,,,299.0,299,12,299,0,Stable,1,SMB,Enterprise,North America,Finance,49,11
CUST_01694,27.0,1.5,0.5,,,299.0,299,6,299,0,Stable,1,SMB,Enterprise,Europe,Technology,27,5
CUST_01695,40.22222222222222,3.111111111111111,0.5,,,49.0,49,9,49,0,Stable,1,Mid-market,Basic,Asia-Pacific,Retail,169,8
CUST_01696,27.52173913043478,1.565217391304348,,8.0,32.0,99.0,99,23,99,0,Stable,1,SMB,Pro,North America,Finance,41,22
CUST_01697,22.142857142857142,2.142857142857143,1.0,,,29.0,29,7,29,0,Stable,1,SMB,Basic,North America,Technology,21,6
CUST_01698,32.0,3.0,1.0,,,49.0,49,1,49,0,Stable,1,Mid-market,Basic,North America,Finance,205,0
CUST_01699,25.857142857142858,2.142857142857143,0.0,,,29.0,29,7,29,0,Stable,1,SMB,Basic,North America,Education,49,6
CUST_01700,26.363636363636363,1.9090909090909092,0.16666666666666666,,,99.0,99,22,99,0,Stable,1,SMB,Pro,Europe,Retail,47,21
CUST_01701,30.0,4.125,0.0,,,49.0,49,8,49,0,Stable,1,Mid-market,Basic,Europe,Education,94,7
CUST_01702,26.0,1.3571428571428572,0.0,7.0,9.0,29.0,29,14,29,0,Stable,1,SMB,Basic,Europe,E-commerce,47,13
CUST_01703,16.0,1.5,,,,499.0,499,2,499,0,Stable,1,Mid-market,Enterprise,Latin America,Technology,266,1
CUST_01704,40.57142857142857,3.0,0.4583333333333333,10.0,34.0,49.0,49,14,49,0,Stable,1,Mid-market,Basic,North America,Retail,154,13
CUST_01705,25.565217391304348,1.6956521739130435,0.75,5.0,-23.0,29.0,29,23,29,0,Stable,1,SMB,Basic,North America,Technology,14,22
CUST_01706,46.6,6.8,,,,999.0,999,5,999,0,Stable,0,Enterprise,Enterprise,North America,Finance,4980,4
CUST_01707,23.52173913043478,1.608695652173913,0.6666666666666666,,,29.0,29,23,29,0,Stable,1,SMB,Basic,Europe,Healthcare,34,22
CUST_01708,25.80952380952381,1.6666666666666667,0.25,,,99.0,99,21,99,0,Stable,1,SMB,Pro,Europe,Healthcare,42,20
CUST_01709,62.2,7.466666666666667,0.8333333333333334,,,999.0,999,15,999,0,Stable,0,Enterprise,Enterprise,North America,Finance,3166,14
CUST_01710,42.8,3.25,0.8,9.0,34.0,199.0,199,20,199,0,Stable,0,Mid-market,Pro,Europe,Healthcare,300,19
CUST_01711,22.533333333333335,1.8,0.5,,,29.0,29,15,29,0,Stable,1,SMB,Basic,Europe,Finance,49,14
CUST_01712,15.0,2.0,,,,99.0,99,2,99,0,Stable,1,SMB,Pro,Asia-Pacific,Retail,12,1
CUST_01713,16.4,2.5,0.3333333333333333,,,29.0,29,10,29,0,Stable,1,SMB,Basic,Europe,Education,34,9
CUST_01714,24.25,1.0,,,,29.0,29,4,29,0,Stable,1,SMB,Basic,North America,Education,16,3
CUST_01715,23.4,1.7,0.0,,,299.0,299,10,299,0,Stable,1,SMB,Enterprise,North America,Healthcare,8,9
CUST_01716,26.166666666666668,1.5,0.0,,,29.0,29,6,29,0,Stable,1,SMB,Basic,Asia-Pacific,Technology,28,5
CUST_01717,24.166666666666668,2.1666666666666665,0.3333333333333333,8.0,33.0,29.0,29,24,29,0,Stable,1,SMB,Basic,North America,Technology,16,23
CUST_01718,21.428571428571427,2.142857142857143,1.0,,,99.0,99,7,99,0,Stable,1,SMB,Pro,North America,Education,23,6
CUST_01719,67.66666666666667,8.25,0.8636363636363636,7.0,40.0,999.0,999,24,999,0,Stable,0,Enterprise,Enterprise,North America,Retail,2575,23
CUST_01720,21.333333333333332,1.7777777777777777,0.5,,,29.0,29,9,29,0,Stable,1,SMB,Basic,Europe,Finance,33,8
CUST_01721,23.333333333333332,1.3333333333333333,1.0,,,99.0,99,15,99,0,Stable,1,SMB,Pro,North America,Technology,10,14
CUST_01722,41.15384615384615,2.923076923076923,0.0,,,499.0,499,13,499,0,Stable,1,Mid-market,Enterprise,Latin America,Education,381,12
CUST_01723,22.076923076923077,1.6923076923076923,0.5,,,29.0,29,13,29,0,Stable,1,SMB,Basic,North America,E-commerce,22,12
CUST_01724,24.428571428571427,2.0476190476190474,0.0,,,99.0,99,21,99,0,Stable,1,SMB,Pro,North America,E-commerce,40,20
CUST_01725,38.0,2.25,1.0,,,49.0,49,4,49,0,Stable,1,Mid-market,Basic,Asia-Pacific,Technology,276,3
CUST_01726,19.0,1.0,,,,29.0,29,7,29,0,Stable,1,SMB,Basic,Asia-Pacific,Retail,24,6
CUST_01727,75.26666666666667,6.866666666666666,0.6666666666666666,8.0,63.0,999.0,999,15,999,0,Stable,0,Enterprise,Enterprise,Asia-Pacific,Retail,4235,14
CUST_01728,21.0,1.6666666666666667,0.0,,,199.0,199,3,199,0,Stable,1,Mid-market,Pro,Asia-Pacific,Healthcare,305,2
CUST_01729,28.3,1.6,0.0,,,29.0,29,10,29,0,Stable,1,SMB,Basic,North America,E-commerce,43,9
CUST_01730,21.0,0.8571428571428571,1.0,,,29.0,29,7,29,0,Stable,1,SMB,Basic,Europe,Healthcare,15,6
CUST_01731,19.333333333333332,2.0,,,,49.0,49,3,49,0,Stable,1,Mid-market,Basic,North America,Retail,374,2
CUST_01732,56.6,6.0,0.5,,,999.0,999,5,999,0,Stable,0,Enterprise,Enterprise,North America,Education,2831,4
CUST_01733,21.88888888888889,1.6666666666666667,,,,29.0,29,9,29,0,Stable,1,SMB,Basic,North America,E-commerce,25,8
CUST_01734,36.0,3.0,0.75,,,49.0,49,11,49,0,Stable,1,Mid-market,Basic,Europe,E-commerce,426,10
CUST_01735,39.11764705882353,3.7058823529411766,0.25,,,199.0,199,17,199,0,Stable,1,Mid-market,Pro,North America,Finance,442,16
CUST_01736,24.142857142857142,1.7142857142857142,0.25,,,29.0,29,7,29,0,Stable,1,SMB,Basic,North America,E-commerce,6,6
CUST_01737,86.6,6.6,1.0,,,299.0,299,20,299,0,Stable,0,Enterprise,Pro,North America,E-commerce,1745,19
CUST_01738,27.333333333333332,1.1666666666666667,,,,29.0,29,6,29,0,Stable,1,SMB,Basic,Europe,Finance,8,5
CUST_01739,17.75,2.25,0.0,,,29.0,29,4,29,0,Stable,1,SMB,Basic,Asia-Pacific,Healthcare,5,3
CUST_01740,18.333333333333332,1.6666666666666667,,,,29.0,29,3,29,0,Stable,1,SMB,Basic,North America,Education,2,2
CUST_01741,18.8,1.6,1.0,5.0,30.0,29.0,29,5,29,0,Stable,1,SMB,Basic,Asia-Pacific,Finance,44,4
