customer_id,activity_month,months_since_sub,session_duration,feature_crm,feature_email_campaigns,feature_analytics,feature_automation,feature_advanced_analytics,feature_custom_workflows
CUST_00557,2025-10-01,19,34,1,0,0,1,0,0
CUST_00557,2025-11-01,20,33,0,0,0,0,0,0
CUST_00557,2025-12-01,21,38,0,0,1,0,1,0
CUST_00558,2025-12-01,0,40,2,0,0,1,0,0
CUST_00559,2024-12-01,0,14,1,0,1,0,0,0
CUST_00559,2025-01-01,1,13,1,1,0,1,0,0
CUST_00559,2025-02-01,2,16,2,2,0,0,0,0
CUST_00559,2025-03-01,3,11,0,1,0,1,0,0
CUST_00559,2025-04-01,4,25,1,0,1,0,0,0
CUST_00559,2025-05-01,5,10,4,0,1,0,0,0
CUST_00559,2025-06-01,6,35,0,0,1,1,0,0
CUST_00559,2025-07-01,7,43,0,0,1,0,0,0
CUST_00559,2025-08-01,8,40,0,3,0,1,0,0
CUST_00559,2025-09-01,9,26,1,2,1,0,0,0
CUST_00559,2025-10-01,10,10,0,1,0,0,0,0
CUST_00559,2025-11-01,11,22,0,1,0,0,0,0
CUST_00559,2025-12-01,12,8,1,0,0,0,0,0
CUST_00560,2025-06-01,0,98,2,3,1,3,0,0
CUST_00560,2025-07-01,1,108,4,3,1,1,0,0
CUST_00560,2025-08-01,2,55,4,2,3,0,0,0
CUST_00560,2025-09-01,3,40,1,2,1,0,0,0
CUST_00560,2025-10-01,4,17,1,2,0,0,0,0
CUST_00560,2025-11-01,5,24,2,1,0,0,0,0
CUST_00560,2025-12-01,6,17,1,1,0,0,0,0
CUST_00561,2025-02-01,0,33,0,2,1,2,0,0
CUST_00561,2025-03-01,1,26,3,1,1,0,0,0
CUST_00561,2025-04-01,2,21,3,1,2,0,0,0
CUST_00561,2025-05-01,3,25,1,1,2,0,0,0
CUST_00561,2025-06-01,4,64,0,1,0,0,0,1
CUST_00561,2025-07-01,5,27,1,1,0,2,1,0
CUST_00561,2025-08-01,6,24,0,0,2,0,1,2
CUST_00561,2025-09-01,7,30,2,1,0,0,0,0
CUST_00561,2025-10-01,8,9,0,1,0,0,1,0
CUST_00561,2025-11-01,9,24,2,1,0,0,1,0
CUST_00562,2025-12-01,0,42,0,0,0,0,0,0
CUST_00563,2024-03-01,0,31,2,0,0,0,0,0
CUST_00563,2024-04-01,1,28,0,1,0,0,0,0
CUST_00563,2024-05-01,2,46,4,2,0,0,0,0
CUST_00563,2024-06-01,3,36,2,1,0,1,0,0
CUST_00563,2024-07-01,4,30,0,1,2,1,0,0
CUST_00563,2024-08-01,5,67,2,2,1,0,0,0
CUST_00563,2024-09-01,6,30,1,0,0,1,0,0
CUST_00563,2024-10-01,7,21,2,0,0,2,0,0
CUST_00563,2024-11-01,8,54,2,1,1,0,0,0
CUST_00563,2024-12-01,9,64,1,1,4,0,0,0
CUST_00563,2025-01-01,10,51,1,0,2,0,0,0
CUST_00563,2025-02-01,11,28,1,1,1,1,0,0
CUST_00563,2025-03-01,12,37,0,1,0,0,0,0
CUST_00563,2025-04-01,13,44,1,1,3,0,0,0
CUST_00563,2025-05-01,14,28,2,2,1,0,0,0
CUST_00563,2025-06-01,15,30,2,1,0,2,0,0
CUST_00563,2025-07-01,16,45,1,0,1,1,0,0
CUST_00563,2025-08-01,17,31,1,0,0,1,0,0
CUST_00563,2025-09-01,18,63,2,2,1,1,0,0
CUST_00563,2025-10-01,19,20,1,0,0,0,0,0
CUST_00563,2025-11-01,20,28,0,2,0,0,0,0
CUST_00563,2025-12-01,21,11,1,1,2,1,0,0
CUST_00564,2025-09-01,0,15,1,0,0,1,0,0
CUST_00564,2025-10-01,1,15,0,0,0,0,0,0
CUST_00564,2025-11-01,2,9,0,1,0,0,0,0
CUST_00565,2025-02-01,0,26,1,0,0,0,0,0
CUST_00565,2025-03-01,1,16,0,0,0,0,0,0
CUST_00565,2025-04-01,2,31,3,2,0,0,0,0
CUST_00565,2025-05-01,3,26,0,1,0,0,0,0
CUST_00565,2025-06-01,4,44,0,0,0,0,0,0
CUST_00565,2025-07-01,5,20,0,1,0,0,0,0
CUST_00565,2025-08-01,6,22,0,0,0,0,0,0
CUST_00565,2025-09-01,7,42,0,0,0,0,0,0
CUST_00565,2025-10-01,8,22,1,1,0,0,0,0
CUST_00565,2025-11-01,9,23,0,1,0,0,0,0
CUST_00565,2025-12-01,10,27,0,0,0,0,0,0
CUST_00566,2024-09-01,0,41,2,0,0,0,0,0
CUST_00566,2024-10-01,1,25,1,0,1,0,0,0
CUST_00566,2024-11-01,2,32,1,0,1,0,0,0
CUST_00566,2024-12-01,3,30,1,0,0,0,0,0
CUST_00566,2025-01-01,4,38,0,1,0,0,0,0
CUST_00566,2025-02-01,5,24,0,1,0,0,0,0
CUST_00566,2025-03-01,6,31,0,0,0,1,0,0
CUST_00566,2025-04-01,7,44,4,1,0,0,0,0
CUST_00566,2025-05-01,8,11,0,1,0,1,0,0
CUST_00566,2025-06-01,9,36,2,0,1,0,0,0
CUST_00566,2025-07-01,10,29,0,0,1,0,0,0
CUST_00566,2025-08-01,11,11,0,2,1,0,0,0
CUST_00566,2025-09-01,12,26,0,0,0,0,0,0
CUST_00566,2025-10-01,13,9,2,0,0,0,0,0
CUST_00566,2025-11-01,14,16,0,0,0,0,0,0
CUST_00566,2025-12-01,15,9,0,0,0,0,0,0
CUST_00567,2024-04-01,0,44,0,0,0,0,0,0
CUST_00567,2024-05-01,1,32,0,0,0,1,0,0
CUST_00567,2024-06-01,2,19,0,0,0,0,0,0
CUST_00567,2024-07-01,3,12,1,1,0,0,0,0
CUST_00567,2024-08-01,4,30,0,2,0,0,0,0
CUST_00567,2024-09-01,5,24,1,0,0,0,1,0
CUST_00567,2024-10-01,6,43,0,0,0,0,0,0
CUST_00567,2024-11-01,7,41,0,1,0,0,0,0
CUST_00567,2024-12-01,8,20,0,2,1,0,1,0
CUST_00567,2025-01-01,9,19,1,1,0,1,0,0
CUST_00567,2025-02-01,10,21,0,1,1,0,0,0
CUST_00567,2025-03-01,11,23,1,0,0,0,0,0
CUST_00567,2025-04-01,12,10,2,1,0,0,0,0
CUST_00567,2025-05-01,13,23,1,1,0,1,0,0
CUST_00567,2025-06-01,14,23,1,0,1,0,0,0
CUST_00567,2025-07-01,15,32,1,0,0,0,0,0
CUST_00567,2025-08-01,16,18,0,0,0,1,0,0
CUST_00567,2025-09-01,17,43,1,0,0,0,0,0
CUST_00567,2025-10-01,18,9,0,0,0,0,0,0
CUST_00567,2025-11-01,19,15,0,1,0,0,0,0
CUST_00567,2025-12-01,20,8,1,1,3,0,0,0
CUST_00568,2025-04-01,0,56,1,1,0,1,0,0
CUST_00568,2025-05-01,1,50,2,0,0,2,0,0
CUST_00568,2025-06-01,2,34,0,1,1,1,0,0
CUST_00568,2025-07-01,3,67,2,0,0,0,0,0
CUST_00568,2025-08-01,4,34,0,0,0,1,1,0
CUST_00568,2025-09-01,5,32,3,1,0,1,0,0
CUST_00568,2025-10-01,6,22,1,0,0,0,0,0
CUST_00568,2025-11-01,7,46,3,1,2,0,0,0
CUST_00568,2025-12-01,8,14,2,1,0,0,1,0
CUST_00569,2025-07-01,0,14,1,0,0,0,0,0
CUST_00569,2025-08-01,1,44,0,0,0,0,0,0
CUST_00569,2025-09-01,2,32,0,0,0,0,0,0
CUST_00569,2025-10-01,3,6,0,0,0,0,0,0
CUST_00569,2025-11-01,4,11,1,0,0,1,0,0
CUST_00569,2025-12-01,5,12,0,1,0,0,0,0
CUST_00570,2024-09-01,0,42,2,2,2,1,0,2
CUST_00570,2024-10-01,1,100,2,4,1,0,1,1
CUST_00570,2024-11-01,2,86,3,2,0,0,2,1
CUST_00570,2024-12-01,3,72,4,1,3,0,0,1
CUST_00570,2025-01-01,4,100,3,3,1,0,0,1
CUST_00570,2025-02-01,5,33,5,3,1,0,3,0
CUST_00570,2025-03-01,6,113,2,0,2,1,0,0
CUST_00570,2025-04-01,7,44,2,1,1,2,0,1
CUST_00570,2025-05-01,8,109,4,0,1,1,1,0
CUST_00570,2025-06-01,9,111,4,2,4,3,1,0
CUST_00570,2025-07-01,10,102,4,3,4,1,0,0
CUST_00570,2025-08-01,11,43,1,1,2,4,0,0
CUST_00570,2025-09-01,12,35,5,4,2,1,1,0
CUST_00570,2025-10-01,13,50,3,3,0,0,1,0
CUST_00570,2025-11-01,14,27,2,1,0,0,0,1
CUST_00570,2025-12-01,15,15,1,2,0,0,0,1
CUST_00571,2025-06-01,0,32,4,0,1,2,0,0
CUST_00571,2025-07-01,1,22,2,1,2,1,0,0
CUST_00571,2025-08-01,2,67,2,1,2,0,0,0
CUST_00571,2025-09-01,3,62,1,0,0,0,0,0
CUST_00571,2025-10-01,4,12,1,0,1,0,0,0
CUST_00571,2025-11-01,5,31,2,1,1,0,0,0
CUST_00571,2025-12-01,6,17,1,0,0,0,0,0
CUST_00572,2024-09-01,0,11,3,0,0,0,0,0
CUST_00572,2024-10-01,1,34,0,1,0,0,1,0
CUST_00572,2024-11-01,2,37,0,1,0,0,0,0
CUST_00572,2024-12-01,3,41,0,0,0,1,0,0
CUST_00572,2025-01-01,4,40,0,0,0,0,0,0
CUST_00572,2025-02-01,5,40,0,1,0,0,0,0
CUST_00572,2025-03-01,6,39,2,1,0,0,0,0
CUST_00572,2025-04-01,7,23,0,0,0,0,0,0
CUST_00572,2025-05-01,8,10,0,1,0,0,0,0
CUST_00572,2025-06-01,9,41,0,0,1,0,0,0
CUST_00572,2025-07-01,10,40,0,0,1,0,0,0
CUST_00572,2025-07-01,11,22,1,1,0,0,0,0
CUST_00572,2025-08-01,12,31,1,0,0,1,1,0
CUST_00572,2025-09-01,13,7,0,1,0,0,0,0
CUST_00572,2025-10-01,14,19,0,0,0,0,0,0
CUST_00572,2025-11-01,15,7,0,0,0,0,0,0
CUST_00573,2025-05-01,0,30,2,0,0,0,0,0
CUST_00573,2025-06-01,1,16,0,0,1,0,0,0
CUST_00573,2025-07-01,2,19,2,0,0,0,0,0
CUST_00573,2025-08-01,3,15,0,1,0,0,0,0
CUST_00573,2025-09-01,4,26,0,0,0,0,0,0
CUST_00573,2025-10-01,5,13,0,0,0,2,0,0
CUST_00573,2025-11-01,6,13,0,1,0,0,0,0
CUST_00573,2025-12-01,7,10,0,0,0,0,0,0
CUST_00574,2025-01-01,0,12,2,0,1,0,0,0
CUST_00574,2025-02-01,1,27,0,0,0,0,0,0
CUST_00574,2025-03-01,2,19,0,1,1,0,0,0
CUST_00574,2025-04-01,3,22,0,0,0,0,0,0
CUST_00574,2025-05-01,4,26,2,0,0,0,0,0
CUST_00574,2025-06-01,5,18,0,0,1,0,0,0
CUST_00574,2025-07-01,6,16,1,0,0,0,0,0
CUST_00574,2025-08-01,7,15,0,1,1,1,0,0
CUST_00574,2025-09-01,8,37,0,0,1,0,0,0
CUST_00574,2025-10-01,9,5,0,0,0,0,0,0
CUST_00574,2025-11-01,10,7,2,1,0,0,0,0
CUST_00574,2025-12-01,11,11,1,0,0,0,0,0
CUST_00575,2024-02-01,0,26,3,0,0,1,0,0
CUST_00575,2024-03-01,1,27,1,1,1,0,1,0
CUST_00575,2024-04-01,2,61,0,0,1,0,1,0
CUST_00575,2024-05-01,3,31,2,1,0,0,0,0
CUST_00575,2024-06-01,4,31,1,0,2,0,0,0
CUST_00575,2024-07-01,5,43,3,1,2,0,0,0
CUST_00575,2024-08-01,6,63,0,0,0,0,0,0
CUST_00575,2024-09-01,7,23,1,2,0,0,0,0
CUST_00575,2024-10-01,8,16,0,0,1,0,0,0
CUST_00575,2024-11-01,9,26,2,0,0,2,0,0
CUST_00576,2024-11-01,0,99,2,1,1,1,1,0
CUST_00576,2024-12-01,1,84,1,2,2,0,2,1
CUST_00576,2024-12-01,2,96,5,0,1,1,0,0
CUST_00576,2025-01-01,3,59,0,1,3,1,1,0
CUST_00576,2025-03-01,4,34,5,1,2,2,0,0
CUST_00576,2025-03-01,5,34,4,5,4,1,0,0
CUST_00576,2025-04-01,6,100,3,0,1,2,0,0
CUST_00576,2025-05-01,7,36,5,0,0,1,3,0
CUST_00576,2025-06-01,8,113,2,4,2,1,1,0
CUST_00576,2025-07-01,9,72,3,4,0,1,1,1
CUST_00576,2025-08-01,10,104,3,1,0,1,1,0
CUST_00576,2025-09-01,11,44,2,1,2,1,0,0
CUST_00576,2025-10-01,12,16,4,1,0,1,3,0
CUST_00576,2025-11-01,13,34,0,2,0,0,1,0
CUST_00577,2024-02-01,0,27,2,0,2,0,0,0
CUST_00577,2024-03-01,1,33,2,1,1,0,0,0
CUST_00577,2024-04-01,2,29,3,3,0,3,0,0
CUST_00577,2024-05-01,3,38,0,0,1,1,0,0
CUST_00577,2024-06-01,4,56,1,2,1,1,1,0
CUST_00577,2024-07-01,5,65,1,2,0,2,1,1
CUST_00577,2024-08-01,6,56,1,2,0,0,0,0
CUST_00577,2024-09-01,7,24,4,0,0,0,1,0
CUST_00577,2024-10-01,8,53,0,0,0,1,1,1
CUST_00577,2024-11-01,9,37,2,1,1,0,0,0
CUST_00577,2024-12-01,10,54,2,0,1,0,0,0
CUST_00577,2025-01-01,11,41,2,1,0,0,0,0
CUST_00577,2025-02-01,12,69,1,1,0,0,0,0
CUST_00577,2025-03-01,13,51,1,3,0,0,1,0
CUST_00577,2025-04-01,14,37,2,0,1,0,0,0
CUST_00577,2025-05-01,15,23,2,1,1,1,0,0
CUST_00577,2025-06-01,16,43,0,1,1,0,0,0
CUST_00577,2025-07-01,17,66,3,1,0,1,1,0
CUST_00577,2025-08-01,18,49,2,0,0,0,1,0
CUST_00577,2025-09-01,19,60,1,1,0,0,0,0
CUST_00577,2025-10-01,20,16,0,0,0,0,0,1
CUST_00577,2025-11-01,21,25,0,0,0,0,0,0
CUST_00577,2025-12-01,22,24,2,1,1,0,0,0
CUST_00578,2024-09-01,0,11,0,0,0,1,0,0
CUST_00578,2024-10-01,1,19,1,1,0,0,0,0
CUST_00578,2024-11-01,2,39,0,0,0,0,0,0
CUST_00578,2024-12-01,3,44,0,2,0,1,0,0
CUST_00578,2025-01-01,4,37,1,2,0,0,0,0
CUST_00578,2025-02-01,5,28,0,0,0,0,0,0
CUST_00578,2025-03-01,6,12,0,2,0,0,0,0
CUST_00578,2025-04-01,7,18,0,2,0,0,0,0
CUST_00578,2025-05-01,8,18,0,0,0,0,0,0
CUST_00578,2025-06-01,9,33,2,0,1,0,0,0
CUST_00578,2025-07-01,10,31,0,0,0,0,0,0
CUST_00578,2025-08-01,11,36,1,2,0,0,0,0
CUST_00578,2025-09-01,12,16,1,1,0,0,0,0
CUST_00578,2025-10-01,13,17,0,1,0,0,0,0
CUST_00578,2025-11-01,14,10,0,0,2,0,0,0
CUST_00578,2025-12-01,15,17,0,0,0,0,0,0
CUST_00579,2024-09-01,0,43,0,1,0,1,0,0
CUST_00579,2024-10-01,1,40,2,0,0,0,0,0
CUST_00579,2024-11-01,2,20,2,1,0,0,1,0
CUST_00579,2024-12-01,3,22,1,0,0,0,0,0
CUST_00579,2025-01-01,4,11,0,0,0,0,0,0
CUST_00579,2025-02-01,5,24,1,1,0,1,0,0
CUST_00579,2025-03-01,6,23,0,0,1,0,0,0
CUST_00579,2025-04-01,7,26,1,0,0,0,0,0
CUST_00579,2025-05-01,8,21,0,2,1,0,0,0
CUST_00579,2025-06-01,9,17,0,0,0,0,0,0
CUST_00579,2025-07-01,10,37,0,1,1,0,0,0
CUST_00579,2025-08-01,11,17,0,0,2,0,0,0
CUST_00579,2025-09-01,12,25,0,0,0,2,0,0
CUST_00579,2025-10-01,13,14,0,1,0,1,1,0
CUST_00579,2025-11-01,14,17,0,1,1,0,0,0
CUST_00579,2025-12-01,15,22,0,1,0,0,0,0
CUST_00580,2025-07-01,0,9,0,0,0,0,0,0
CUST_00580,2025-08-01,1,14,0,0,0,0,0,0
CUST_00581,2024-07-01,0,34,0,0,1,0,0,0
CUST_00581,2024-08-01,1,33,1,0,0,0,0,0
CUST_00581,2024-09-01,2,21,1,0,1,0,0,0
CUST_00581,2024-10-01,3,13,0,0,0,0,0,0
CUST_00581,2024-11-01,4,14,1,0,0,0,0,0
CUST_00582,2024-04-01,0,38,0,0,1,0,0,0
CUST_00582,2024-05-01,1,12,0,0,0,0,0,0
CUST_00582,2024-06-01,2,33,0,0,1,0,0,0
CUST_00582,2024-07-01,3,35,0,0,0,0,0,0
CUST_00582,2024-08-01,4,27,0,1,0,1,0,0
CUST_00582,2024-09-01,5,18,2,0,1,0,0,0
CUST_00582,2024-10-01,6,11,0,1,0,0,0,0
CUST_00582,2024-11-01,7,12,3,1,0,0,0,0
CUST_00582,2024-12-01,8,37,1,0,1,0,0,0
CUST_00582,2025-01-01,9,22,0,0,0,0,0,0
CUST_00582,2025-02-01,10,43,1,0,0,1,0,0
CUST_00582,2025-03-01,11,27,1,0,0,1,0,0
CUST_00582,2025-04-01,12,43,2,0,0,1,0,0
CUST_00582,2025-05-01,13,39,1,1,1,0,0,0
CUST_00582,2025-06-01,14,44,0,0,0,0,0,0
CUST_00582,2025-07-01,15,16,1,1,0,0,0,0
CUST_00582,2025-08-01,16,35,0,0,0,0,0,0
CUST_00582,2025-09-01,17,26,0,0,0,0,0,0
CUST_00582,2025-10-01,18,21,0,0,0,0,0,0
CUST_00582,2025-11-01,19,5,0,0,0,0,0,0
CUST_00582,2025-12-01,20,10,0,0,0,0,0,0
CUST_00583,2025-01-01,0,27,1,1,2,0,0,0
CUST_00583,2025-02-01,1,24,3,1,0,0,0,0
CUST_00583,2025-03-01,2,46,2,0,1,1,1,0
CUST_00583,2025-04-01,3,62,1,2,2,0,2,0
CUST_00583,2025-05-01,4,29,2,3,2,1,1,0
CUST_00583,2025-06-01,5,36,2,1,1,0,0,0
CUST_00583,2025-07-01,6,64,0,2,3,0,0,0
CUST_00583,2025-08-01,7,61,3,0,0,0,0,0
CUST_00583,2025-09-01,8,24,1,1,2,0,0,0
CUST_00583,2025-10-01,9,22,1,0,1,0,0,0
CUST_00583,2025-11-01,10,17,2,1,0,0,1,0
CUST_00583,2025-12-01,11,26,0,0,0,1,0,0
CUST_00584,2025-04-01,0,28,0,0,0,1,0,0
CUST_00584,2025-05-01,1,34,0,0,0,0,0,0
CUST_00584,2025-06-01,2,17,1,0,0,0,0,0
CUST_00584,2025-07-01,3,24,0,0,0,0,0,0
CUST_00584,2025-08-01,4,14,1,0,0,0,0,0
CUST_00585,2024-12-01,0,43,0,0,0,0,0,0
CUST_00585,2025-01-01,1,65,2,1,1,1,0,0
CUST_00585,2025-01-01,2,59,0,2,1,1,0,0
CUST_00585,2025-03-01,3,57,2,0,1,1,0,0
CUST_00585,2025-04-01,4,21,4,2,1,1,0,0
CUST_00585,2025-05-01,5,57,1,0,0,1,0,0
CUST_00585,2025-05-01,6,37,2,2,0,2,2,0
CUST_00585,2025-06-01,7,39,0,0,1,0,0,0
CUST_00585,2025-07-01,8,66,3,1,2,0,0,0
CUST_00585,2025-08-01,9,39,1,0,3,0,1,0
CUST_00585,2025-09-01,10,29,1,1,2,0,0,0
CUST_00585,2025-10-01,11,31,1,1,0,0,0,0
CUST_00585,2025-11-01,12,25,1,0,0,0,0,0
CUST_00586,2025-04-01,0,41,0,0,1,0,0,0
CUST_00586,2025-05-01,1,17,1,1,0,0,1,0
CUST_00586,2025-06-01,2,37,0,0,0,0,1,0
CUST_00586,2025-07-01,3,31,0,0,0,0,0,0
CUST_00586,2025-08-01,4,21,0,0,1,0,0,0
CUST_00586,2025-09-01,5,10,1,1,0,1,0,0
CUST_00586,2025-10-01,6,7,0,2,1,0,0,0
CUST_00587,2024-02-01,0,56,1,0,1,0,0,0
CUST_00587,2024-03-01,1,46,1,1,0,0,0,0
CUST_00587,2024-04-01,2,54,0,0,2,1,0,0
CUST_00587,2024-05-01,3,58,1,1,2,0,0,0
CUST_00587,2024-06-01,4,47,0,1,1,0,0,0
CUST_00587,2024-07-01,5,65,2,1,1,0,0,0
CUST_00587,2024-08-01,6,52,0,0,1,1,0,0
CUST_00587,2024-09-01,7,56,0,1,3,2,0,0
CUST_00587,2024-10-01,8,53,0,1,0,2,0,0
CUST_00587,2024-11-01,9,64,5,0,1,1,0,0
CUST_00587,2024-12-01,10,35,0,0,0,1,0,0
CUST_00587,2025-01-01,11,44,0,1,1,0,0,0
CUST_00587,2025-02-01,12,45,1,1,0,0,0,0
CUST_00587,2025-03-01,13,66,3,1,0,1,0,0
CUST_00587,2025-04-01,14,46,0,3,1,0,0,0
CUST_00587,2025-05-01,15,41,2,0,1,0,0,0
CUST_00587,2025-06-01,16,37,2,1,0,0,0,0
CUST_00587,2025-07-01,17,47,1,2,2,0,0,0
CUST_00587,2025-08-01,18,34,0,1,0,0,0,0
CUST_00587,2025-09-01,19,57,0,1,0,2,0,0
CUST_00587,2025-10-01,20,21,0,2,1,0,0,0
CUST_00587,2025-11-01,21,22,0,1,0,0,0,0
CUST_00587,2025-12-01,22,16,0,0,0,0,0,0
CUST_00588,2025-12-01,0,15,1,0,0,0,0,0
CUST_00589,2024-06-01,0,29,0,0,2,0,0,0
CUST_00589,2024-07-01,1,30,2,0,0,0,0,0
CUST_00589,2024-08-01,2,42,1,0,1,0,0,0
CUST_00589,2024-09-01,3,20,1,0,0,0,0,0
CUST_00589,2024-10-01,4,34,0,0,0,0,0,0
CUST_00589,2024-11-01,5,33,0,0,2,0,0,0
CUST_00589,2024-12-01,6,18,2,1,0,0,0,0
CUST_00589,2025-01-01,7,28,2,1,0,0,0,0
CUST_00589,2025-02-01,8,41,2,0,0,0,0,0
CUST_00589,2025-03-01,9,35,2,0,0,0,0,0
CUST_00589,2025-04-01,10,38,0,1,1,0,0,0
CUST_00589,2025-05-01,11,34,2,0,0,0,0,0
CUST_00589,2025-06-01,12,21,0,0,1,0,0,0
CUST_00589,2025-07-01,13,19,0,2,0,0,0,0
CUST_00589,2025-08-01,14,41,1,1,0,0,0,0
CUST_00589,2025-09-01,15,18,0,1,0,2,0,0
CUST_00589,2025-10-01,16,11,2,0,0,0,0,0
CUST_00589,2025-11-01,17,6,0,0,0,0,0,0
CUST_00589,2025-12-01,18,23,0,0,0,0,0,0
CUST_00590,2025-06-01,0,59,3,1,2,0,2,1
CUST_00590,2025-07-01,1,98,1,4,1,2,0,0
CUST_00590,2025-08-01,2,108,3,2,2,1,0,0
CUST_00590,2025-09-01,3,82,3,0,3,2,0,1
CUST_00590,2025-10-01,4,16,2,1,1,1,0,0
CUST_00590,2025-11-01,5,50,1,1,1,0,0,0
CUST_00590,2025-12-01,6,40,4,0,1,0,3,0
CUST_00591,2024-03-01,0,38,1,1,1,0,0,0
CUST_00591,2024-04-01,1,9,0,0,0,0,0,0
CUST_00591,2024-05-01,2,4,0,0,0,0,0,0
CUST_00591,2024-06-01,3,20,0,1,1,0,0,0
CUST_00592,2025-06-01,0,30,0,2,0,0,1,0
CUST_00592,2025-07-01,1,28,3,1,3,0,0,0
CUST_00592,2025-08-01,2,42,1,0,1,0,0,0
CUST_00592,2025-08-01,3,37,0,0,1,0,1,0
CUST_00592,2025-09-01,4,15,0,0,1,0,0,0
CUST_00592,2025-10-01,5,21,0,0,0,0,0,0
CUST_00592,2025-11-01,6,23,0,0,0,0,0,0
CUST_00593,2024-06-01,0,28,0,0,0,0,0,0
CUST_00593,2024-07-01,1,19,2,0,0,2,0,0
CUST_00593,2024-08-01,2,42,1,0,0,0,0,0
CUST_00593,2024-09-01,3,35,0,0,0,0,0,0
CUST_00593,2024-10-01,4,16,1,1,1,0,0,0
CUST_00593,2024-11-01,5,13,1,1,0,0,0,0
CUST_00593,2024-12-01,6,26,0,0,0,0,0,0
CUST_00593,2025-01-01,7,36,0,0,0,0,0,0
CUST_00593,2025-02-01,8,21,1,0,0,0,0,0
CUST_00593,2025-03-01,9,40,0,1,0,1,0,0
CUST_00593,2025-04-01,10,15,2,1,1,0,0,0
CUST_00593,2025-05-01,11,37,0,3,0,0,0,0
CUST_00593,2025-06-01,12,13,2,1,0,0,0,0
CUST_00593,2025-07-01,13,39,0,1,0,0,0,0
CUST_00593,2025-08-01,14,36,0,0,0,0,0,0
CUST_00593,2025-09-01,15,31,0,1,1,0,0,0
CUST_00593,2025-10-01,16,20,0,1,0,0,0,0
CUST_00593,2025-11-01,17,24,0,0,2,0,0,0
CUST_00593,2025-12-01,18,18,0,1,0,0,0,0
CUST_00594,2024-05-01,0,40,0,2,0,0,0,0
CUST_00594,2024-06-01,1,11,1,1,3,0,0,0
CUST_00594,2024-07-01,2,43,1,1,1,0,0,0
CUST_00594,2024-08-01,3,32,1,0,1,0,0,0
CUST_00594,2024-09-01,4,19,1,2,0,0,0,0
CUST_00594,2024-10-01,5,15,2,0,2,0,0,0
CUST_00594,2024-11-01,6,18,1,1,0,0,0,0
CUST_00594,2024-12-01,7,33,0,0,0,0,0,0
CUST_00594,2024-12-01,8,25,3,1,3,0,0,0
CUST_00594,2025-01-01,9,43,0,3,0,0,0,0
CUST_00594,2025-03-01,10,40,1,1,0,0,0,0
CUST_00594,2025-03-01,11,16,0,0,0,1,0,0
CUST_00594,2025-04-01,12,15,1,0,0,0,0,0
CUST_00594,2025-05-01,13,10,1,0,1,1,0,0
CUST_00594,2025-06-01,14,27,0,0,0,0,0,0
CUST_00594,2025-07-01,15,31,0,0,0,1,0,0
CUST_00594,2025-08-01,16,42,2,0,1,0,0,0
CUST_00594,2025-09-01,17,9,0,0,0,0,0,0
CUST_00594,2025-10-01,18,4,0,0,0,0,0,0
CUST_00594,2025-11-01,19,16,0,0,1,0,0,0
CUST_00595,2025-05-01,0,60,3,0,0,0,1,0
CUST_00595,2025-06-01,1,42,0,2,2,2,0,0
CUST_00595,2025-07-01,2,32,2,1,1,1,1,0
CUST_00595,2025-08-01,3,61,3,2,2,1,1,0
CUST_00595,2025-09-01,4,43,2,0,2,0,0,0
CUST_00595,2025-10-01,5,15,0,1,0,0,0,0
CUST_00595,2025-11-01,6,26,1,1,0,0,1,0
CUST_00595,2025-12-01,7,37,1,1,0,0,0,0
CUST_00596,2024-11-01,0,20,1,1,0,0,0,0
CUST_00596,2024-12-01,1,6,0,0,0,0,0,0
CUST_00597,2025-07-01,0,20,2,2,2,0,0,0
CUST_00597,2025-08-01,1,19,0,1,1,1,0,0
CUST_00597,2025-09-01,2,33,1,0,0,0,1,0
CUST_00597,2025-10-01,3,16,1,0,0,0,0,0
CUST_00597,2025-11-01,4,18,0,0,0,0,0,0
CUST_00597,2025-12-01,5,10,0,0,0,0,0,0
CUST_00598,2024-08-01,0,28,0,1,0,0,0,0
CUST_00599,2024-01-01,0,16,1,0,1,0,0,0
CUST_00599,2024-02-01,1,12,2,0,0,0,0,0
CUST_00599,2024-03-01,2,40,1,3,1,0,0,0
CUST_00599,2024-04-01,3,34,0,1,0,0,0,0
CUST_00599,2024-05-01,4,18,0,2,0,0,0,0
CUST_00599,2024-06-01,5,33,1,0,0,0,0,0
CUST_00599,2024-07-01,6,28,0,0,2,0,0,0
CUST_00599,2024-08-01,7,36,1,0,2,0,0,0
CUST_00599,2024-09-01,8,19,1,0,1,1,0,0
CUST_00599,2024-10-01,9,34,1,0,0,0,0,0
CUST_00599,2024-11-01,10,15,1,1,0,0,0,0
CUST_00599,2024-12-01,11,39,0,0,1,0,0,0
CUST_00599,2025-01-01,12,42,0,0,0,0,0,0
CUST_00599,2025-02-01,13,24,0,1,1,0,0,0
CUST_00599,2025-03-01,14,27,1,0,0,2,0,0
CUST_00599,2025-04-01,15,17,3,0,1,0,0,0
CUST_00599,2025-05-01,16,24,0,0,0,0,0,0
CUST_00599,2025-06-01,17,36,1,0,2,0,0,0
CUST_00599,2025-07-01,18,39,1,0,0,0,0,0
CUST_00599,2025-08-01,19,41,0,0,0,0,0,0
CUST_00599,2025-09-01,20,38,1,1,0,0,0,0
