customer_id,engagement_month,engagement_count,response_rate,avg_response_rate
CUST_00555,2025-02-01,1,1.0,0.83
CUST_00555,2025-05-01,2,0.5,0.75
CUST_00555,2025-11-01,1,1.0,0.75
CUST_00555,2025-12-01,1,1.0,0.83
CUST_00556,2025-09-01,1,1.0,0.39
CUST_00557,2024-03-01,1,1.0,0.66
CUST_00557,2024-04-01,2,0.5,0.55
CUST_00557,2024-08-01,1,1.0,0.55
CUST_00557,2025-02-01,1,1.0,0.55
CUST_00557,2025-03-01,1,0.0,0.55
CUST_00557,2025-06-01,1,1.0,0.55
CUST_00557,2025-08-01,2,1.0,0.5800000000000001
CUST_00557,2025-09-01,2,0.5,0.5800000000000001
CUST_00557,2025-12-01,1,1.0,0.55
CUST_00559,2025-06-01,1,1.0,0.35
CUST_00559,2025-08-01,1,0.0,0.35
CUST_00559,2025-10-01,1,0.0,0.35
CUST_00560,2025-07-01,1,1.0,0.75
CUST_00560,2025-10-01,2,1.0,0.79
CUST_00561,2025-06-01,1,1.0,0.55
CUST_00561,2025-12-01,1,0.0,0.66
CUST_00563,2024-06-01,1,1.0,0.55
CUST_00563,2024-08-01,1,1.0,0.55
CUST_00563,2024-12-01,1,1.0,0.55
CUST_00563,2025-01-01,1,1.0,0.61
CUST_00563,2025-03-01,1,1.0,0.55
CUST_00563,2025-05-01,2,0.5,0.55
CUST_00563,2025-07-01,1,1.0,0.55
CUST_00563,2025-09-01,1,1.0,0.55
CUST_00565,2025-10-01,2,0.5,0.385
CUST_00566,2025-01-01,2,0.0,0.37
CUST_00566,2025-06-01,1,1.0,0.35
CUST_00566,2025-08-01,1,0.0,0.35
CUST_00566,2025-09-01,1,1.0,0.35
CUST_00566,2025-10-01,1,0.0,0.35
CUST_00567,2024-11-01,1,0.0,0.35
CUST_00567,2025-09-01,1,1.0,0.42
CUST_00568,2025-05-01,3,0.6666666666666666,0.55
CUST_00568,2025-09-01,1,0.0,0.55
CUST_00570,2024-10-01,1,1.0,0.83
CUST_00570,2024-11-01,1,1.0,0.75
CUST_00570,2025-03-01,1,0.0,0.83
CUST_00570,2025-04-01,1,1.0,0.83
CUST_00570,2025-06-01,1,1.0,0.9
CUST_00570,2025-08-01,1,0.0,0.75
CUST_00571,2025-06-01,1,1.0,0.66
CUST_00572,2024-09-01,1,1.0,0.35
CUST_00572,2025-01-01,1,0.0,0.39
CUST_00572,2025-06-01,1,0.0,0.35
CUST_00572,2025-07-01,1,1.0,0.35
CUST_00573,2025-06-01,1,0.0,0.42
CUST_00574,2025-07-01,1,0.0,0.35
CUST_00574,2025-11-01,1,1.0,0.35
CUST_00575,2024-03-01,1,0.0,0.55
CUST_00575,2024-04-01,1,1.0,0.55
CUST_00575,2024-09-01,1,1.0,0.55
CUST_00575,2024-12-01,1,1.0,0.61
CUST_00575,2025-07-01,1,1.0,0.61
CUST_00575,2025-08-01,1,1.0,0.61
CUST_00575,2025-10-01,1,0.0,0.55
CUST_00575,2025-11-01,1,1.0,0.66
CUST_00576,2024-11-01,2,0.5,0.825
CUST_00576,2025-01-01,3,0.6666666666666666,0.85
CUST_00576,2025-02-01,1,0.0,0.75
CUST_00576,2025-03-01,1,1.0,0.83
CUST_00576,2025-05-01,3,1.0,0.7766666666666667
CUST_00576,2025-08-01,2,0.5,0.825
CUST_00576,2025-09-01,1,1.0,0.83
CUST_00576,2025-12-01,1,1.0,0.75
CUST_00577,2024-03-01,1,1.0,0.55
CUST_00577,2024-09-01,1,0.0,0.66
CUST_00577,2025-01-01,1,1.0,0.55
CUST_00577,2025-02-01,1,0.0,0.61
CUST_00577,2025-03-01,1,1.0,0.61
CUST_00577,2025-05-01,1,0.0,0.66
CUST_00577,2025-07-01,1,0.0,0.61
CUST_00577,2025-12-01,1,0.0,0.55
CUST_00578,2024-10-01,1,0.0,0.39
CUST_00578,2025-02-01,2,0.0,0.37
CUST_00578,2025-06-01,1,0.0,0.42
CUST_00579,2025-04-01,1,1.0,0.39
CUST_00579,2025-10-01,1,1.0,0.35
CUST_00580,2025-09-01,1,1.0,0.35
CUST_00581,2024-11-01,1,0.0,0.39
CUST_00581,2025-01-01,1,1.0,0.42
CUST_00581,2025-05-01,1,0.0,0.35
CUST_00581,2025-10-01,1,1.0,0.35
CUST_00581,2025-12-01,1,0.0,0.35
CUST_00582,2024-04-01,1,0.0,0.35
CUST_00582,2024-10-01,1,0.0,0.42
CUST_00582,2025-01-01,1,0.0,0.35
CUST_00582,2025-02-01,1,1.0,0.39
CUST_00582,2025-09-01,1,1.0,0.42
CUST_00582,2025-12-01,2,0.0,0.385
CUST_00583,2025-04-01,1,0.0,0.55
CUST_00583,2025-05-01,1,0.0,0.61
CUST_00584,2025-05-01,1,0.0,0.42
CUST_00584,2025-06-01,1,0.0,0.35
CUST_00584,2025-10-01,1,1.0,0.39
CUST_00585,2025-01-01,1,1.0,0.61
CUST_00585,2025-02-01,2,0.5,0.55
CUST_00585,2025-03-01,1,1.0,0.55
CUST_00585,2025-07-01,1,1.0,0.55
CUST_00585,2025-09-01,1,1.0,0.55
CUST_00585,2025-10-01,2,0.5,0.605
CUST_00586,2025-06-01,1,0.0,0.42
CUST_00586,2025-10-01,1,1.0,0.35
CUST_00586,2025-11-01,1,0.0,0.35
CUST_00586,2025-12-01,1,1.0,0.42
CUST_00587,2024-07-01,1,0.0,0.61
CUST_00587,2024-09-01,1,1.0,0.61
CUST_00587,2024-11-01,2,1.0,0.55
CUST_00587,2024-12-01,1,1.0,0.55
CUST_00587,2025-02-01,1,1.0,0.66
CUST_00587,2025-03-01,1,1.0,0.55
CUST_00587,2025-04-01,1,0.0,0.55
CUST_00587,2025-12-01,1,1.0,0.55
CUST_00589,2024-08-01,1,1.0,0.35
CUST_00589,2025-03-01,1,0.0,0.35
CUST_00589,2025-07-01,2,0.5,0.37
CUST_00589,2025-10-01,1,0.0,0.39
CUST_00590,2025-07-01,2,1.0,0.75
CUST_00590,2025-08-01,1,1.0,0.83
CUST_00591,2024-05-01,1,0.0,0.35
CUST_00591,2024-06-01,2,0.5,0.35
CUST_00591,2025-01-01,1,1.0,0.42
CUST_00591,2025-03-01,1,1.0,0.35
CUST_00593,2024-07-01,1,0.0,0.35
CUST_00593,2025-02-01,1,1.0,0.35
CUST_00593,2025-10-01,1,0.0,0.42
CUST_00594,2024-05-01,1,0.0,0.35
CUST_00594,2024-08-01,1,1.0,0.42
CUST_00594,2024-09-01,1,0.0,0.35
CUST_00594,2024-10-01,1,0.0,0.35
CUST_00594,2024-11-01,1,0.0,0.35
CUST_00594,2025-01-01,1,1.0,0.35
CUST_00594,2025-03-01,1,0.0,0.35
CUST_00594,2025-04-01,1,0.0,0.35
CUST_00594,2025-06-01,1,0.0,0.35
CUST_00594,2025-08-01,1,0.0,0.39
CUST_00594,2025-09-01,1,1.0,0.35
CUST_00594,2025-10-01,1,0.0,0.42
CUST_00595,2025-07-01,1,1.0,0.66
CUST_00595,2025-09-01,1,0.0,0.55
CUST_00596,2025-01-01,1,1.0,0.39
CUST_00596,2025-07-01,1,0.0,0.39
CUST_00596,2025-08-01,1,1.0,0.35
CUST_00598,2024-08-01,1,0.0,0.35
CUST_00598,2025-02-01,1,0.0,0.35
CUST_00598,2025-10-01,2,0.5,0.35
CUST_00598,2025-11-01,1,1.0,0.35
CUST_00599,2024-05-01,1,1.0,0.42
CUST_00599,2024-12-01,1,0.0,0.35
CUST_00599,2025-03-01,1,1.0,0.39
CUST_00599,2025-04-01,2,0.0,0.35
CUST_00599,2025-06-01,1,1.0,0.35
CUST_00599,2025-07-01,1,1.0,0.35
CUST_00600,2025-08-01,1,0.0,0.39
CUST_00601,2024-12-01,1,0.0,0.35
CUST_00601,2025-01-01,1,0.0,0.35
CUST_00603,2024-10-01,1,1.0,0.55
CUST_00603,2025-01-01,1,0.0,0.55
CUST_00603,2025-10-01,1,0.0,0.55
CUST_00604,2025-04-01,1,0.0,0.39
CUST_00604,2025-08-01,1,1.0,0.39
CUST_00605,2024-07-01,1,0.0,0.42
CUST_00605,2024-10-01,1,0.0,0.35
CUST_00605,2024-12-01,1,1.0,0.35
CUST_00605,2025-03-01,1,0.0,0.39
CUST_00605,2025-04-01,1,0.0,0.35
CUST_00606,2024-07-01,1,1.0,0.35
CUST_00606,2024-10-01,1,0.0,0.39
CUST_00606,2025-10-01,1,0.0,0.42
CUST_00607,2025-05-01,1,1.0,0.35
CUST_00607,2025-09-01,1,0.0,0.35
CUST_00608,2024-09-01,1,0.0,0.35
CUST_00608,2024-11-01,1,0.0,0.42
CUST_00608,2025-01-01,2,1.0,0.37
CUST_00608,2025-08-01,1,0.0,0.39
CUST_00609,2025-07-01,1,1.0,0.35
CUST_00610,2024-12-01,1,0.0,0.35
CUST_00610,2025-01-01,1,1.0,0.35
CUST_00610,2025-02-01,1,1.0,0.35
CUST_00610,2025-05-01,1,1.0,0.35
CUST_00610,2025-07-01,1,0.0,0.35
CUST_00610,2025-09-01,1,1.0,0.39
CUST_00611,2025-07-01,1,1.0,0.55
CUST_00612,2025-03-01,1,0.0,0.55
CUST_00612,2025-04-01,1,0.0,0.55
CUST_00612,2025-06-01,1,0.0,0.55
CUST_00612,2025-07-01,1,1.0,0.61
CUST_00612,2025-12-01,1,1.0,0.55
CUST_00613,2025-05-01,1,1.0,0.35
CUST_00613,2025-09-01,1,0.0,0.35
CUST_00614,2024-10-01,1,1.0,0.39
CUST_00614,2025-04-01,1,1.0,0.35
CUST_00614,2025-08-01,1,0.0,0.39
CUST_00614,2025-09-01,1,0.0,0.42
CUST_00615,2025-05-01,2,0.5,0.385
CUST_00615,2025-07-01,2,0.0,0.37
CUST_00615,2025-08-01,2,0.5,0.35
CUST_00615,2025-12-01,1,1.0,0.35
CUST_00616,2025-08-01,1,0.0,0.35
CUST_00617,2025-02-01,1,0.0,0.35
CUST_00618,2024-12-01,1,0.0,0.55
CUST_00618,2025-06-01,2,0.5,0.55
CUST_00618,2025-07-01,1,1.0,0.61
CUST_00618,2025-08-01,1,0.0,0.61
CUST_00618,2025-09-01,1,1.0,0.61
CUST_00621,2025-02-01,2,0.5,0.75
CUST_00621,2025-03-01,1,0.0,0.83
CUST_00621,2025-05-01,2,0.5,0.79
CUST_00621,2025-06-01,1,1.0,0.75
CUST_00621,2025-10-01,1,0.0,0.75
CUST_00621,2025-12-01,2,1.0,0.75
CUST_00622,2025-03-01,1,0.0,0.75
CUST_00622,2025-05-01,1,0.0,0.75
CUST_00622,2025-06-01,1,1.0,0.75
CUST_00622,2025-09-01,2,1.0,0.79
CUST_00622,2025-11-01,1,1.0,0.75
CUST_00623,2025-09-01,1,1.0,0.55
CUST_00624,2025-11-01,1,1.0,0.55
CUST_00625,2024-06-01,1,0.0,0.35
CUST_00625,2025-01-01,1,0.0,0.39
CUST_00625,2025-07-01,2,0.0,0.35
CUST_00626,2024-03-01,1,0.0,0.42
CUST_00626,2024-04-01,1,0.0,0.39
CUST_00626,2024-06-01,1,0.0,0.35
CUST_00626,2024-12-01,1,0.0,0.35
CUST_00626,2025-02-01,1,0.0,0.39
CUST_00626,2025-06-01,1,1.0,0.35
CUST_00626,2025-09-01,1,0.0,0.35
CUST_00627,2025-10-01,1,0.0,0.55
CUST_00627,2025-11-01,1,0.0,0.55
CUST_00628,2025-05-01,1,1.0,0.61
CUST_00628,2025-06-01,1,1.0,0.55
CUST_00628,2025-11-01,1,0.0,0.55
CUST_00629,2025-04-01,1,0.0,0.35
CUST_00629,2025-09-01,1,0.0,0.39
CUST_00630,2024-07-01,2,0.0,0.5800000000000001
CUST_00630,2024-08-01,1,1.0,0.66
CUST_00630,2024-11-01,1,1.0,0.55
CUST_00630,2024-12-01,1,1.0,0.55
CUST_00630,2025-05-01,1,1.0,0.61
CUST_00630,2025-07-01,1,1.0,0.61
CUST_00630,2025-08-01,1,0.0,0.55
CUST_00630,2025-11-01,2,0.5,0.5800000000000001
CUST_00631,2025-03-01,1,1.0,0.35
CUST_00631,2025-04-01,1,0.0,0.35
CUST_00631,2025-06-01,1,1.0,0.35
CUST_00631,2025-08-01,1,0.0,0.42
CUST_00632,2024-06-01,1,0.0,0.42
CUST_00632,2024-12-01,2,0.0,0.37
CUST_00632,2025-03-01,1,0.0,0.39
CUST_00632,2025-11-01,1,1.0,0.35
CUST_00633,2025-05-01,1,1.0,0.75
CUST_00633,2025-06-01,1,1.0,0.75
CUST_00633,2025-07-01,1,1.0,0.75
CUST_00633,2025-08-01,2,0.5,0.79
CUST_00633,2025-11-01,1,1.0,0.75
CUST_00633,2025-12-01,1,1.0,0.75
CUST_00635,2025-11-01,1,0.0,0.39
CUST_00635,2025-12-01,1,0.0,0.35
CUST_00637,2025-08-01,1,1.0,0.75
CUST_00637,2025-11-01,1,0.0,0.9
CUST_00638,2025-12-01,1,0.0,0.35
CUST_00639,2024-07-01,1,0.0,0.35
CUST_00639,2024-10-01,1,0.0,0.39
CUST_00639,2024-11-01,1,0.0,0.39
CUST_00639,2024-12-01,1,0.0,0.35
CUST_00640,2025-07-01,1,0.0,0.35
CUST_00641,2024-11-01,1,0.0,0.61
CUST_00641,2025-01-01,2,1.0,0.55
CUST_00641,2025-07-01,1,0.0,0.66
CUST_00641,2025-09-01,2,1.0,0.55
CUST_00641,2025-11-01,1,0.0,0.55
CUST_00642,2024-05-01,1,1.0,0.35
CUST_00642,2024-06-01,1,1.0,0.35
CUST_00642,2025-05-01,1,1.0,0.35
CUST_00642,2025-10-01,1,0.0,0.39
CUST_00643,2024-10-01,1,1.0,0.35
CUST_00643,2025-04-01,2,0.0,0.37
CUST_00643,2025-05-01,1,0.0,0.35
CUST_00643,2025-09-01,1,0.0,0.35
CUST_00644,2025-05-01,1,0.0,0.39
CUST_00644,2025-08-01,1,0.0,0.35
CUST_00644,2025-11-01,1,1.0,0.35
CUST_00645,2024-09-01,1,0.0,0.39
CUST_00645,2025-04-01,1,0.0,0.39
CUST_00645,2025-08-01,1,0.0,0.35
CUST_00646,2025-02-01,1,1.0,0.83
CUST_00646,2025-03-01,1,1.0,0.75
CUST_00646,2025-11-01,1,0.0,0.75
CUST_00646,2025-12-01,1,1.0,0.75
CUST_00647,2024-04-01,1,1.0,0.55
CUST_00647,2024-06-01,1,0.0,0.55
CUST_00647,2024-12-01,1,1.0,0.55
CUST_00647,2025-02-01,1,1.0,0.55
CUST_00647,2025-03-01,1,1.0,0.55
CUST_00647,2025-09-01,1,1.0,0.55
CUST_00648,2025-04-01,1,1.0,0.35
CUST_00649,2025-01-01,1,1.0,0.42
CUST_00649,2025-02-01,1,0.0,0.39
CUST_00649,2025-08-01,1,0.0,0.35
CUST_00649,2025-10-01,1,0.0,0.42
CUST_00649,2025-11-01,1,1.0,0.42
CUST_00650,2024-12-01,1,0.0,0.39
CUST_00650,2025-07-01,1,1.0,0.35
CUST_00651,2025-01-01,1,1.0,0.66
CUST_00651,2025-03-01,1,0.0,0.55
CUST_00651,2025-06-01,1,0.0,0.55
CUST_00651,2025-08-01,1,1.0,0.61
CUST_00651,2025-09-01,2,1.0,0.5800000000000001
CUST_00652,2024-12-01,1,0.0,0.61
CUST_00652,2025-02-01,2,1.0,0.605
CUST_00652,2025-03-01,1,1.0,0.61
CUST_00652,2025-04-01,1,1.0,0.55
CUST_00652,2025-10-01,1,1.0,0.55
CUST_00653,2025-04-01,1,1.0,0.35
CUST_00653,2025-10-01,1,0.0,0.35
CUST_00655,2024-12-01,1,1.0,0.61
CUST_00655,2025-09-01,2,0.5,0.5800000000000001
CUST_00655,2025-12-01,2,0.5,0.55
CUST_00656,2025-05-01,2,0.5,0.55
CUST_00656,2025-08-01,1,1.0,0.55
CUST_00656,2025-10-01,1,1.0,0.55
CUST_00656,2025-11-01,1,1.0,0.66
CUST_00657,2025-01-01,2,0.0,0.385
CUST_00657,2025-02-01,1,1.0,0.35
CUST_00657,2025-09-01,1,1.0,0.39
CUST_00657,2025-12-01,1,1.0,0.35
CUST_00658,2025-11-01,1,0.0,0.55
CUST_00659,2025-05-01,1,0.0,0.35
CUST_00660,2025-08-01,1,0.0,0.55
CUST_00660,2025-10-01,1,0.0,0.55
CUST_00660,2025-12-01,1,1.0,0.55
CUST_00662,2025-05-01,1,1.0,0.42
CUST_00662,2025-10-01,1,0.0,0.35
CUST_00663,2025-11-01,2,1.0,0.35
CUST_00663,2025-12-01,1,0.0,0.35
CUST_00664,2025-02-01,1,1.0,0.55
CUST_00664,2025-05-01,1,1.0,0.61
CUST_00664,2025-10-01,1,1.0,0.55
CUST_00664,2025-12-01,1,0.0,0.55
CUST_00666,2025-11-01,1,0.0,0.39
CUST_00667,2024-10-01,2,0.5,0.55
CUST_00667,2025-01-01,1,0.0,0.55
CUST_00668,2025-06-01,2,0.5,0.37
CUST_00668,2025-08-01,2,1.0,0.35
CUST_00668,2025-10-01,1,1.0,0.35
CUST_00669,2024-03-01,1,0.0,0.35
CUST_00669,2024-09-01,1,0.0,0.42
CUST_00669,2025-01-01,2,0.0,0.35
CUST_00669,2025-04-01,1,0.0,0.35
CUST_00669,2025-08-01,1,0.0,0.35
CUST_00670,2025-12-01,1,1.0,0.55
CUST_00671,2025-04-01,3,1.0,0.8266666666666667
CUST_00671,2025-07-01,1,0.0,0.75
CUST_00671,2025-08-01,1,1.0,0.9
CUST_00671,2025-10-01,1,1.0,0.75
CUST_00671,2025-12-01,1,1.0,0.83
CUST_00672,2025-09-01,1,1.0,0.39
CUST_00672,2025-11-01,1,0.0,0.35
CUST_00672,2025-12-01,2,0.5,0.35
CUST_00673,2025-05-01,1,1.0,0.61
CUST_00673,2025-09-01,1,1.0,0.55
CUST_00673,2025-10-01,1,1.0,0.55
CUST_00675,2025-07-01,1,1.0,0.35
CUST_00675,2025-08-01,1,0.0,0.35
CUST_00675,2025-11-01,1,0.0,0.35
CUST_00675,2025-12-01,1,0.0,0.35
CUST_00678,2024-10-01,1,0.0,0.39
CUST_00678,2024-11-01,1,1.0,0.39
CUST_00678,2025-02-01,1,0.0,0.42
CUST_00678,2025-06-01,1,1.0,0.35
CUST_00678,2025-08-01,1,0.0,0.39
CUST_00680,2025-10-01,1,0.0,0.75
CUST_00680,2025-12-01,1,1.0,0.75
CUST_00683,2024-10-01,1,1.0,0.55
CUST_00683,2025-01-01,1,1.0,0.66
CUST_00683,2025-02-01,1,0.0,0.61
CUST_00683,2025-03-01,1,1.0,0.55
CUST_00683,2025-04-01,1,0.0,0.55
CUST_00683,2025-06-01,1,1.0,0.55
CUST_00683,2025-09-01,1,0.0,0.55
CUST_00684,2025-09-01,1,0.0,0.42
CUST_00684,2025-12-01,1,0.0,0.35
CUST_00685,2025-07-01,1,1.0,0.35
CUST_00685,2025-09-01,1,1.0,0.35
CUST_00686,2025-03-01,1,0.0,0.55
CUST_00686,2025-04-01,1,1.0,0.61
CUST_00686,2025-06-01,1,0.0,0.61
CUST_00686,2025-09-01,1,1.0,0.66
CUST_00687,2024-05-01,1,1.0,0.55
CUST_00687,2024-07-01,1,1.0,0.66
CUST_00687,2025-01-01,1,0.0,0.66
CUST_00687,2025-02-01,2,0.0,0.55
CUST_00687,2025-06-01,1,1.0,0.55
CUST_00687,2025-10-01,1,0.0,0.66
CUST_00687,2025-12-01,1,0.0,0.55
CUST_00688,2024-01-01,1,1.0,0.35
CUST_00688,2024-02-01,2,1.0,0.35
CUST_00688,2024-05-01,1,0.0,0.35
CUST_00688,2024-07-01,1,0.0,0.42
CUST_00688,2025-01-01,1,1.0,0.35
CUST_00688,2025-04-01,3,0.3333333333333333,0.39666666666666667
CUST_00688,2025-06-01,1,0.0,0.35
CUST_00688,2025-12-01,1,0.0,0.42
CUST_00690,2025-02-01,2,0.0,0.37
CUST_00690,2025-05-01,1,0.0,0.35
CUST_00690,2025-12-01,1,0.0,0.39
CUST_00691,2025-07-01,1,1.0,0.35
CUST_00691,2025-08-01,2,0.5,0.35
CUST_00691,2025-10-01,1,0.0,0.35
CUST_00692,2024-10-01,2,0.5,0.55
CUST_00692,2024-11-01,3,0.6666666666666666,0.55
CUST_00692,2024-12-01,3,0.0,0.55
CUST_00692,2025-01-01,1,0.0,0.66
CUST_00692,2025-03-01,1,1.0,0.61
CUST_00692,2025-07-01,1,1.0,0.55
CUST_00692,2025-08-01,1,0.0,0.55
CUST_00692,2025-09-01,1,1.0,0.55
CUST_00693,2024-08-01,2,1.0,0.79
CUST_00693,2024-09-01,1,1.0,0.75
CUST_00693,2024-12-01,1,0.0,0.75
CUST_00693,2025-08-01,1,1.0,0.75
CUST_00694,2024-08-01,1,1.0,0.75
CUST_00694,2024-11-01,1,1.0,0.75
CUST_00694,2025-04-01,1,1.0,0.75
CUST_00694,2025-08-01,2,1.0,0.75
CUST_00694,2025-09-01,1,1.0,0.75
CUST_00695,2025-06-01,1,0.0,0.35
CUST_00695,2025-07-01,1,0.0,0.35
CUST_00695,2025-08-01,1,1.0,0.35
CUST_00696,2025-09-01,1,1.0,0.35
CUST_00698,2024-05-01,1,0.0,0.35
CUST_00698,2024-09-01,1,0.0,0.35
CUST_00698,2024-12-01,2,0.0,0.35
CUST_00698,2025-01-01,1,0.0,0.42
CUST_00698,2025-10-01,1,0.0,0.42
CUST_00699,2024-03-01,1,1.0,0.35
CUST_00699,2024-10-01,1,0.0,0.39
CUST_00699,2024-11-01,1,0.0,0.42
CUST_00699,2025-08-01,1,0.0,0.35
CUST_00700,2025-04-01,1,0.0,0.35
CUST_00700,2025-06-01,1,1.0,0.35
CUST_00700,2025-07-01,1,0.0,0.39
CUST_00700,2025-10-01,1,0.0,0.35
CUST_00701,2024-11-01,2,1.0,0.405
CUST_00701,2024-12-01,1,0.0,0.35
CUST_00701,2025-12-01,1,1.0,0.42
CUST_00702,2024-06-01,1,1.0,0.39
CUST_00702,2024-11-01,1,1.0,0.35
CUST_00702,2024-12-01,1,0.0,0.35
CUST_00702,2025-01-01,1,0.0,0.39
CUST_00702,2025-02-01,1,0.0,0.35
CUST_00702,2025-03-01,2,0.5,0.37
CUST_00702,2025-04-01,1,0.0,0.35
CUST_00704,2024-04-01,1,0.0,0.39
CUST_00704,2024-08-01,1,0.0,0.35
CUST_00705,2025-05-01,1,0.0,0.55
CUST_00705,2025-06-01,2,0.5,0.605
CUST_00705,2025-09-01,1,1.0,0.61
CUST_00705,2025-10-01,2,0.5,0.55
CUST_00705,2025-12-01,1,0.0,0.55
CUST_00706,2024-05-01,2,0.0,0.35
CUST_00706,2024-06-01,1,0.0,0.42
CUST_00706,2024-10-01,1,1.0,0.35
CUST_00706,2025-06-01,2,0.5,0.385
CUST_00706,2025-12-01,1,0.0,0.35
CUST_00708,2025-12-01,1,1.0,0.35
CUST_00709,2024-11-01,1,1.0,0.35
CUST_00709,2025-01-01,1,0.0,0.35
CUST_00709,2025-06-01,1,1.0,0.35
CUST_00709,2025-07-01,1,0.0,0.39
CUST_00709,2025-08-01,1,1.0,0.42
CUST_00710,2025-02-01,2,0.0,0.35
CUST_00710,2025-04-01,1,0.0,0.35
CUST_00710,2025-08-01,2,0.5,0.35
CUST_00710,2025-11-01,1,0.0,0.35
CUST_00711,2024-09-01,1,0.0,0.35
CUST_00711,2025-08-01,1,1.0,0.35
CUST_00711,2025-10-01,1,1.0,0.35
CUST_00711,2025-11-01,1,1.0,0.39
CUST_00712,2024-11-01,1,0.0,0.35
CUST_00712,2025-03-01,1,0.0,0.42
CUST_00712,2025-06-01,1,0.0,0.42
CUST_00712,2025-12-01,1,1.0,0.35
CUST_00713,2024-08-01,1,0.0,0.61
CUST_00713,2024-12-01,3,0.3333333333333333,0.57
CUST_00713,2025-04-01,1,0.0,0.55
CUST_00713,2025-10-01,1,1.0,0.61
CUST_00714,2024-10-01,1,0.0,0.35
CUST_00714,2025-01-01,1,1.0,0.35
CUST_00714,2025-06-01,1,0.0,0.39
CUST_00714,2025-10-01,1,0.0,0.39
CUST_00715,2024-06-01,1,0.0,0.42
CUST_00715,2025-09-01,1,1.0,0.35
CUST_00716,2025-01-01,1,1.0,0.35
CUST_00716,2025-03-01,2,0.0,0.37
CUST_00717,2025-01-01,1,0.0,0.35
CUST_00717,2025-06-01,1,1.0,0.39
CUST_00718,2024-06-01,1,1.0,0.9
CUST_00718,2024-07-01,1,1.0,0.83
CUST_00718,2024-11-01,2,1.0,0.75
CUST_00718,2025-03-01,2,0.5,0.75
CUST_00718,2025-05-01,1,1.0,0.83
CUST_00719,2025-03-01,1,0.0,0.35
CUST_00719,2025-05-01,2,0.0,0.35
CUST_00719,2025-09-01,1,0.0,0.35
CUST_00719,2025-11-01,1,0.0,0.39
CUST_00720,2024-11-01,1,1.0,0.75
CUST_00720,2025-08-01,1,1.0,0.75
CUST_00720,2025-09-01,1,1.0,0.83
CUST_00720,2025-10-01,1,1.0,0.75
CUST_00720,2025-11-01,1,0.0,0.83
CUST_00721,2024-07-01,2,1.0,0.37
CUST_00721,2024-08-01,1,0.0,0.35
CUST_00721,2024-10-01,1,1.0,0.35
CUST_00721,2025-02-01,1,0.0,0.39
CUST_00721,2025-05-01,2,0.5,0.37
CUST_00721,2025-09-01,1,0.0,0.35
CUST_00722,2025-02-01,1,0.0,0.35
CUST_00722,2025-10-01,1,0.0,0.35
CUST_00722,2025-11-01,1,1.0,0.35
CUST_00723,2025-04-01,1,1.0,0.75
CUST_00723,2025-06-01,2,0.5,0.79
CUST_00723,2025-11-01,1,1.0,0.75
CUST_00723,2025-12-01,1,0.0,0.75
CUST_00724,2025-06-01,1,0.0,0.39
CUST_00724,2025-10-01,1,0.0,0.35
CUST_00724,2025-11-01,1,0.0,0.39
CUST_00725,2024-04-01,1,0.0,0.75
CUST_00725,2024-05-01,2,0.5,0.79
CUST_00725,2024-08-01,1,1.0,0.9
CUST_00725,2024-10-01,2,1.0,0.79
CUST_00725,2025-01-01,1,1.0,0.75
CUST_00725,2025-04-01,2,0.0,0.75
CUST_00725,2025-10-01,3,0.3333333333333333,0.7766666666666667
CUST_00725,2025-11-01,1,1.0,0.75
CUST_00726,2024-10-01,1,0.0,0.42
CUST_00728,2025-05-01,1,0.0,0.55
CUST_00728,2025-07-01,1,1.0,0.55
CUST_00728,2025-10-01,1,1.0,0.55
CUST_00729,2024-10-01,1,0.0,0.39
CUST_00729,2025-02-01,1,0.0,0.35
CUST_00729,2025-05-01,1,0.0,0.39
CUST_00729,2025-06-01,1,1.0,0.42
CUST_00729,2025-07-01,1,1.0,0.35
CUST_00730,2025-12-01,1,1.0,0.39
CUST_00731,2024-09-01,1,0.0,0.35
CUST_00731,2024-10-01,1,0.0,0.35
CUST_00731,2025-10-01,1,0.0,0.35
CUST_00732,2025-12-01,1,1.0,0.75
CUST_00733,2025-07-01,1,0.0,0.55
CUST_00733,2025-10-01,1,1.0,0.55
CUST_00734,2024-08-01,1,1.0,0.75
CUST_00734,2024-10-01,1,1.0,0.75
CUST_00734,2024-11-01,1,0.0,0.75
CUST_00734,2024-12-01,1,1.0,0.75
CUST_00734,2025-03-01,2,0.5,0.75
CUST_00734,2025-04-01,1,1.0,0.75
CUST_00734,2025-05-01,1,0.0,0.75
CUST_00734,2025-06-01,1,1.0,0.83
CUST_00734,2025-11-01,3,0.6666666666666666,0.8033333333333333
CUST_00735,2025-07-01,1,0.0,0.39
CUST_00735,2025-09-01,1,1.0,0.35
CUST_00736,2025-07-01,3,1.0,0.8266666666666667
CUST_00736,2025-10-01,1,1.0,0.75
CUST_00736,2025-11-01,1,0.0,0.75
CUST_00736,2025-12-01,2,0.5,0.79
CUST_00737,2024-10-01,1,0.0,0.55
CUST_00737,2025-05-01,1,1.0,0.55
CUST_00737,2025-07-01,1,0.0,0.55
CUST_00737,2025-09-01,1,1.0,0.61
CUST_00737,2025-10-01,1,1.0,0.61
CUST_00737,2025-12-01,1,1.0,0.55
CUST_00738,2024-08-01,1,1.0,0.55
